ts,cch,hka,hko,hks,jkb,lfs,pen,sek,sha,skg,tkl,tpo,tun,ty1,wgl,g153
1669863600,2.0,355.0,47.0,43.0,78.0,47.0,353.0,19.0,9.0,24.0,2.0,14.0,27.0,301.0,15.0,22.0
1669867200,348.0,353.0,335.0,326.0,80.0,38.0,348.0,18.0,1.0,23.0,7.0,22.0,36.0,306.0,11.0,24.0
1669870800,339.0,340.0,37.0,325.0,78.0,32.0,353.0,18.0,349.0,24.0,360.0,30.0,29.0,317.0,6.0,24.0
1669874400,345.0,349.0,340.0,312.0,73.0,349.0,350.0,17.0,357.0,13.0,357.0,27.0,23.0,328.0,6.0,22.0
1669878000,356.0,338.0,44.0,313.0,21.0,352.0,342.0,17.0,2.0,13.0,358.0,21.0,23.0,328.0,9.0,26.0
1669881600,350.0,353.0,43.0,22.0,17.0,349.0,346.0,18.0,359.0,21.0,11.0,19.0,24.0,323.0,7.0,23.0
1669885200,354.0,13.0,47.0,46.0,9.0,351.0,338.0,20.0,357.0,25.0,5.0,20.0,23.0,317.0,5.0,25.0
1669888800,351.0,2.0,46.0,62.0,10.0,353.0,340.0,21.0,1.0,23.0,5.0,11.0,22.0,332.0,2.0,21.0
1669892400,353.0,11.0,54.0,38.0,86.0,354.0,348.0,23.0,8.0,26.0,1.0,13.0,24.0,335.0,357.0,24.0
1669896000,354.0,1.0,46.0,350.0,3.0,357.0,346.0,24.0,2.0,22.0,1.0,14.0,19.0,28.0,357.0,23.0
1669899600,3.0,4.0,52.0,313.0,25.0,4.0,351.0,23.0,358.0,354.0,352.0,356.0,25.0,334.0,359.0,21.0
1669903200,359.0,351.0,37.0,311.0,343.0,40.0,345.0,20.0,11.0,360.0,357.0,8.0,22.0,328.0,359.0,18.0
1669906800,5.0,24.0,50.0,13.0,1.0,26.0,12.0,18.0,7.0,359.0,20.0,355.0,11.0,26.0,3.0,15.0
1669910400,4.0,28.0,41.0,18.0,1.0,22.0,14.0,16.0,8.0,357.0,19.0,346.0,8.0,26.0,1.0,15.0
1669914000,5.0,28.0,44.0,23.0,4.0,21.0,14.0,15.0,11.0,356.0,16.0,354.0,10.0,14.0,6.0,16.0
1669917600,2.0,24.0,44.0,18.0,7.0,21.0,12.0,14.0,12.0,2.0,14.0,347.0,8.0,14.0,6.0,18.0
1669921200,3.0,19.0,46.0,20.0,3.0,21.0,14.0,14.0,11.0,2.0,20.0,340.0,6.0,10.0,8.0,15.0
1669924800,6.0,20.0,51.0,36.0,4.0,24.0,14.0,14.0,12.0,1.0,14.0,328.0,8.0,10.0,10.0,17.0
1669928400,3.0,24.0,47.0,26.0,2.0,23.0,10.0,14.0,11.0,2.0,16.0,339.0,5.0,20.0,14.0,17.0
