ts,cch,hka,hko,hks,jkb,lfs,pen,sek,sha,skg,tkl,tpo,tun,ty1,wgl,g153
1669561200,108.0,48.0,100.0,46.0,51.0,72.0,73.0,121.0,99.0,70.0,99.0,147.0,236.0,91.0,88.0,103.0
1669564800,102.0,73.0,94.0,73.0,42.0,59.0,91.0,120.0,116.0,87.0,100.0,149.0,228.0,96.0,337.0,107.0
1669568400,106.0,49.0,105.0,50.0,19.0,68.0,95.0,124.0,91.0,148.0,115.0,151.0,213.0,91.0,76.0,113.0
1669572000,103.0,44.0,98.0,46.0,94.0,67.0,99.0,129.0,93.0,139.0,100.0,157.0,246.0,90.0,306.0,118.0
1669575600,148.0,121.0,120.0,52.0,112.0,125.0,138.0,132.0,138.0,147.0,142.0,167.0,150.0,150.0,130.0,126.0
1669579200,149.0,122.0,120.0,46.0,105.0,132.0,142.0,134.0,135.0,153.0,144.0,176.0,154.0,154.0,130.0,126.0
1669582800,152.0,127.0,124.0,46.0,106.0,136.0,144.0,136.0,141.0,156.0,147.0,174.0,159.0,148.0,124.0,125.0
1669586400,152.0,127.0,124.0,57.0,93.0,132.0,146.0,140.0,142.0,156.0,146.0,180.0,154.0,157.0,122.0,124.0
1669590000,150.0,124.0,131.0,31.0,111.0,122.0,146.0,138.0,138.0,159.0,149.0,187.0,148.0,160.0,124.0,126.0
1669593600,149.0,128.0,140.0,30.0,102.0,137.0,147.0,142.0,135.0,151.0,148.0,178.0,158.0,159.0,130.0,130.0
1669597200,152.0,130.0,148.0,27.0,112.0,145.0,152.0,148.0,125.0,147.0,154.0,164.0,158.0,170.0,132.0,134.0
1669600800,150.0,141.0,150.0,40.0,104.0,154.0,148.0,153.0,133.0,153.0,158.0,161.0,168.0,170.0,136.0,136.0
1669604400,154.0,154.0,151.0,38.0,110.0,164.0,151.0,158.0,138.0,161.0,157.0,164.0,170.0,176.0,138.0,140.0
1669608000,160.0,167.0,159.0,36.0,107.0,172.0,154.0,162.0,137.0,159.0,159.0,163.0,178.0,173.0,142.0,145.0
1669611600,158.0,183.0,160.0,42.0,118.0,181.0,158.0,164.0,144.0,166.0,159.0,169.0,179.0,179.0,147.0,151.0
1669615200,160.0,183.0,164.0,37.0,116.0,182.0,157.0,168.0,150.0,173.0,154.0,164.0,177.0,180.0,150.0,152.0
1669618800,159.0,191.0,159.0,77.0,124.0,190.0,166.0,169.0,149.0,174.0,152.0,168.0,179.0,178.0,148.0,151.0
1669622400,158.0,188.0,158.0,68.0,138.0,186.0,168.0,166.0,154.0,173.0,144.0,168.0,174.0,176.0,152.0,153.0
1669626000,161.0,176.0,147.0,31.0,138.0,172.0,164.0,162.0,154.0,163.0,144.0,168.0,167.0,170.0,142.0,146.0
1669629600,160.0,164.0,142.0,26.0,338.0,149.0,162.0,154.0,172.0,166.0,140.0,176.0,170.0,162.0,143.0,140.0
1669633200,156.0,139.0,129.0,68.0,354.0,136.0,156.0,148.0,162.0,157.0,144.0,174.0,154.0,157.0,136.0,124.0
1669636800,150.0,120.0,118.0,58.0,336.0,119.0,146.0,141.0,130.0,123.0,143.0,167.0,152.0,153.0,130.0,107.0
1669640400,142.0,112.0,114.0,48.0,28.0,115.0,142.0,138.0,125.0,113.0,140.0,185.0,142.0,144.0,325.0,99.0
1669644000,137.0,108.0,110.0,34.0,18.0,117.0,133.0,134.0,127.0,120.0,145.0,164.0,145.0,152.0,118.0,101.0
1669647600,131.0,111.0,114.0,31.0,356.0,116.0,136.0,129.0,129.0,124.0,145.0,170.0,141.0,144.0,106.0,98.0
1669651200,129.0,104.0,112.0,47.0,1.0,120.0,135.0,128.0,125.0,198.0,141.0,169.0,144.0,145.0,102.0,99.0
1669654800,112.0,102.0,116.0,36.0,102.0,125.0,133.0,125.0,104.0,172.0,138.0,162.0,148.0,152.0,81.0,100.0
1669658400,128.0,104.0,112.0,29.0,78.0,108.0,134.0,123.0,113.0,114.0,143.0,164.0,139.0,145.0,89.0,97.0
