ts,cch,hka,hko,hks,jkb,lfs,pen,sek,sha,skg,tkl,tpo,tun,ty1,wgl,g153
1669863600,25.6,14.8,10.8,2.5,15.1,14.4,23.8,21.5,10.8,25.6,15.1,14.5,16.2,7.6,36.4,16.3
1669867200,22.7,13.7,7.2,5.4,15.8,16.2,23.0,20.5,6.8,25.2,16.6,15.3,12.2,14.0,29.9,16.2
1669870800,22.0,14.4,6.8,5.8,14.4,12.6,22.0,19.9,8.3,20.9,14.0,14.5,10.8,12.2,31.3,15.5
1669874400,22.3,15.8,9.0,9.0,16.6,20.9,25.6,19.5,10.1,20.2,16.9,14.7,14.8,14.8,26.3,15.7
1669878000,20.5,21.6,11.9,10.4,6.5,21.2,27.0,19.4,10.1,21.6,19.1,14.3,14.8,13.0,29.5,15.1
1669881600,26.3,16.6,10.8,4.3,6.5,24.1,23.0,18.8,11.2,22.3,17.6,14.3,15.8,10.8,28.4,16.3
1669885200,20.9,15.8,9.4,3.2,6.1,22.3,28.1,18.5,13.7,16.2,19.1,13.5,12.6,7.2,26.3,16.1
1669888800,25.9,18.0,6.1,4.0,5.0,24.1,28.1,18.6,13.0,8.3,14.0,14.7,12.6,4.7,27.0,15.5
1669892400,24.8,16.2,6.1,9.4,5.8,23.0,29.9,18.6,9.0,13.3,16.6,14.6,14.4,9.4,29.9,15.7
1669896000,23.8,16.9,9.4,4.3,7.6,20.9,25.9,18.9,10.8,15.1,13.7,13.8,13.0,2.5,30.6,16.2
1669899600,29.5,18.7,8.3,6.1,6.8,19.4,29.9,19.0,12.2,16.6,13.3,12.7,14.0,4.0,31.3,16.5
1669903200,30.2,19.4,6.5,10.8,4.3,12.6,25.2,19.0,13.0,15.5,11.5,12.2,17.6,3.6,30.2,16.0
1669906800,29.4,18.6,5.6,10.6,4.2,15.0,22.9,19.0,12.7,16.2,10.3,13.1,17.4,4.5,28.9,15.6
1669910400,29.7,19.6,6.3,10.6,4.3,12.6,25.9,19.4,12.1,16.3,10.7,13.6,16.7,6.2,30.2,15.9
1669914000,30.6,21.3,7.7,10.7,4.2,12.9,25.6,19.6,12.1,15.6,10.7,14.3,15.0,7.2,30.8,15.6
1669917600,29.3,19.5,8.4,9.8,5.0,14.2,25.8,19.9,10.6,15.5,10.3,14.3,13.4,7.2,31.9,16.1
