ts,cch,hka,hko,hks,jkb,lfs,pen,sek,sha,skg,tkl,tpo,tun,ty1,wgl,g153
1696777200,83.0,36.0,89.0,76.0,55.0,46.0,75.0,9999.0,11.0,40.0,47.0,59.0,359.0,88.0,86.0,83.0
1696780800,105.0,35.0,95.0,68.0,79.0,46.0,84.0,9999.0,26.0,45.0,47.0,58.0,359.0,77.0,92.0,81.0
1696784400,107.0,37.0,87.0,74.0,90.0,51.0,97.0,9999.0,19.0,48.0,38.0,60.0,6.0,130.0,103.0,84.0
1696788000,104.0,34.0,108.0,95.0,89.0,51.0,96.0,9999.0,359.0,49.0,20.0,59.0,21.0,72.0,111.0,84.0
1696791600,113.0,41.0,93.0,88.0,22.0,77.0,71.0,9999.0,10.0,51.0,245.0,58.0,23.0,80.0,106.0,84.0
1696795200,121.0,33.0,89.0,80.0,87.0,62.0,79.0,9999.0,1.0,38.0,286.0,59.0,14.0,84.0,99.0,85.0
1696798800,82.0,23.0,91.0,88.0,78.0,48.0,322.0,9999.0,13.0,46.0,221.0,58.0,354.0,313.0,70.0,86.0
1696802400,53.0,17.0,93.0,85.0,59.0,38.0,3.0,9999.0,6.0,58.0,266.0,65.0,14.0,335.0,70.0,80.0
1696806000,58.0,31.0,108.0,82.0,53.0,52.0,90.0,9999.0,5.0,41.0,341.0,66.0,17.0,86.0,67.0,79.0
1696809600,58.0,55.0,108.0,78.0,163.0,62.0,70.0,9999.0,357.0,313.0,60.0,67.0,13.0,81.0,64.0,77.0
1696813200,52.0,54.0,105.0,73.0,87.0,76.0,45.0,9999.0,31.0,329.0,237.0,65.0,9.0,151.0,56.0,76.0
1696816800,42.0,3.0,270.0,90.0,79.0,51.0,349.0,9999.0,21.0,3.0,336.0,64.0,14.0,300.0,55.0,76.0
1696820400,84.0,77.0,86.0,88.0,72.0,54.0,86.0,9999.0,58.0,60.0,69.0,62.0,74.0,96.0,66.0,74.0
1696824000,82.0,74.0,83.0,84.0,65.0,58.0,81.0,9999.0,59.0,60.0,65.0,60.0,81.0,94.0,61.0,69.0
1696827600,80.0,73.0,84.0,83.0,70.0,53.0,79.0,9999.0,66.0,67.0,63.0,59.0,85.0,90.0,59.0,71.0
1696831200,80.0,66.0,83.0,90.0,66.0,42.0,77.0,9999.0,73.0,72.0,66.0,61.0,88.0,94.0,62.0,74.0
1696834800,78.0,66.0,84.0,84.0,57.0,50.0,70.0,9999.0,73.0,74.0,67.0,59.0,97.0,77.0,62.0,73.0
1696838400,75.0,66.0,82.0,84.0,54.0,38.0,68.0,9999.0,68.0,66.0,66.0,56.0,86.0,80.0,60.0,69.0
1696842000,74.0,68.0,76.0,85.0,50.0,42.0,58.0,9999.0,84.0,55.0,65.0,56.0,87.0,76.0,59.0,68.0
1696845600,66.0,69.0,78.0,75.0,58.0,40.0,62.0,9999.0,67.0,48.0,68.0,55.0,78.0,66.0,58.0,70.0
1696849200,67.0,68.0,77.0,72.0,54.0,44.0,54.0,9999.0,47.0,34.0,66.0,52.0,65.0,60.0,55.0,69.0
1696852800,58.0,66.0,79.0,59.0,48.0,34.0,45.0,9999.0,42.0,26.0,68.0,51.0,62.0,61.0,49.0,69.0
1696856400,55.0,63.0,78.0,54.0,40.0,33.0,52.0,9999.0,38.0,22.0,61.0,48.0,59.0,62.0,44.0,67.0
1696860000,45.0,62.0,78.0,56.0,48.0,32.0,41.0,9999.0,40.0,14.0,50.0,45.0,55.0,86.0,50.0,66.0
1696863600,46.0,60.0,81.0,60.0,56.0,43.0,46.0,9999.0,44.0,25.0,56.0,44.0,38.0,59.0,52.0,66.0
1696867200,56.0,58.0,83.0,66.0,54.0,52.0,52.0,9999.0,44.0,30.0,52.0,39.0,52.0,49.0,54.0,67.0
1696870800,57.0,65.0,82.0,65.0,56.0,54.0,55.0,9999.0,48.0,34.0,51.0,35.0,42.0,58.0,56.0,68.0
1696874400,52.0,64.0,82.0,63.0,47.0,53.0,50.0,9999.0,45.0,29.0,56.0,34.0,40.0,46.0,50.0,65.0
