ts,cch,hka,lfs,sha,skg,tkl,ty1,g153
1667736000,84.9,67.3,84.4,82.1,82.0,83.4,73.4,80.8
1667739600,82.7,68.4,85.1,81.5,80.8,84.1,72.2,79.9
1667743200,82.3,68.6,84.4,81.5,79.3,85.4,73.1,79.9
1667746800,81.3,68.6,84.8,81.5,79.9,86.2,73.8,79.4
1667750400,82.5,70.4,86.0,81.5,79.8,85.1,75.1,79.9
1667754000,82.0,70.0,85.8,81.9,79.8,85.7,74.9,79.7
1667757600,82.7,70.7,84.6,81.1,79.0,84.8,74.5,79.7
1667761200,82.6,71.4,86.7,81.3,79.0,86.2,74.9,79.9
1667764800,83.3,71.3,85.9,81.3,79.7,86.8,75.7,79.9
1667768400,83.0,70.6,85.3,82.3,80.5,87.6,76.1,80.0
1667772000,83.1,70.1,86.8,82.7,79.2,89.5,76.0,80.2
1667775600,84.2,70.0,90.0,82.8,79.6,92.6,76.2,80.2
1667779200,83.8,67.2,87.6,79.7,78.4,87.6,74.7,79.0
1667782800,81.2,64.5,83.0,77.2,76.3,79.8,72.5,75.4
1667786400,74.6,61.9,76.3,74.3,73.1,74.6,68.3,72.2
1667790000,71.9,59.3,70.2,71.9,72.5,70.9,64.3,69.9
1667793600,69.7,57.6,65.1,71.0,72.0,67.5,63.3,69.1
1667797200,68.6,57.8,65.3,71.4,71.7,66.9,62.1,69.6
1667800800,72.9,59.0,67.4,71.1,72.5,67.9,61.8,70.5
1667804400,76.6,60.7,69.8,72.8,74.0,67.6,63.3,72.2
1667808000,78.1,59.9,71.1,75.0,77.1,71.2,67.9,75.0
1667811600,83.3,63.2,75.4,78.3,78.5,76.0,71.3,78.6
1667815200,85.0,66.7,79.7,81.0,80.3,80.7,73.2,81.3
1667818800,84.5,67.3,81.3,81.4,83.6,83.7,74.3,82.4
1667822400,85.1,67.7,84.2,82.8,83.4,83.6,73.8,82.6
1667826000,84.0,69.3,85.2,82.0,82.0,84.0,73.4,81.5
1667829600,83.8,69.4,84.5,82.0,80.5,85.1,74.0,81.4
1667833200,82.8,69.4,85.0,81.8,80.8,85.7,74.4,80.7
1667836800,83.3,70.7,85.5,80.9,79.9,84.0,75.0,80.2
1667840400,81.9,69.8,85.0,80.7,79.1,84.0,74.2,79.1
1667844000,82.0,70.0,83.5,79.4,77.7,83.1,73.6,78.5
1667847600,81.6,70.8,85.1,79.9,78.0,84.3,74.0,78.9
1667851200,82.0,70.6,84.7,80.2,78.8,85.0,74.9,79.1
1667854800,81.2,70.0,84.4,81.7,79.9,85.7,75.3,79.5
1667858400,81.4,69.2,85.4,81.6,78.4,87.2,75.0,79.6
1667862000,82.3,68.6,87.7,81.3,78.6,90.0,74.6,79.2
1667865600,81.9,65.2,84.6,77.9,77.0,84.6,72.9,78.6
1667869200,79.6,62.6,79.9,75.4,74.8,76.8,70.8,74.1
1667872800,73.7,60.4,73.4,71.8,71.4,71.4,66.6,70.8
1667876400,71.5,57.9,67.3,69.3,70.4,67.3,62.8,68.4
1667880000,69.5,56.2,62.4,68.6,70.0,63.9,61.6,67.3
1667883600,67.9,56.2,62.3,68.8,69.7,62.9,60.5,67.6
1667887200,72.1,57.2,64.3,68.6,70.4,64.0,60.1,68.5
1667890800,75.5,58.6,66.4,69.5,71.6,63.7,61.1,69.8
1667894400,76.9,57.8,67.5,71.3,74.3,67.2,65.4,72.5
1667898000,82.1,61.1,71.3,74.6,75.6,71.8,68.7,76.0
1667901600,83.8,64.7,76.3,77.4,77.3,77.0,70.6,78.7
1667905200,83.3,65.5,78.9,78.1,80.8,80.6,71.7,80.0
1667908800,83.8,66.2,82.5,79.4,80.5,81.1,71.2,80.3
1667912400,83.0,68.1,83.6,79.6,80.1,82.1,71.5,79.9
1667916000,83.3,68.5,83.0,80.7,79.4,83.9,72.8,80.3
1667919600,82.6,68.7,83.4,81.4,80.5,85.0,73.8,80.3
1667923200,83.6,70.4,84.6,81.4,80.3,84.0,75.0,80.4
1667926800,82.8,70.0,84.7,81.8,80.1,84.5,74.9,80.0
1667930400,83.4,70.8,83.6,81.1,79.2,84.3,74.9,79.9
1667934000,83.7,72.0,85.5,81.8,79.8,85.5,75.5,80.6
1667937600,84.4,72.1,85.2,82.0,80.5,86.2,76.5,81.0
1667941200,84.2,72.0,85.4,83.5,81.9,87.2,77.2,81.6
1667944800,84.8,71.6,86.4,83.4,80.2,88.4,76.9,81.8
1667948400,85.9,71.2,89.0,82.7,80.2,90.7,76.6,81.4
1667952000,85.9,67.7,85.8,79.0,78.4,85.3,75.1,79.8
1667955600,83.7,65.7,81.5,76.8,76.6,77.9,73.1,76.4
1667959200,77.4,63.3,74.5,72.7,72.7,72.1,68.6,72.6
1667962800,74.4,60.3,68.1,69.6,71.2,67.7,64.3,69.8
1667966400,71.6,58.5,62.6,68.5,70.3,63.2,62.7,68.4
1667970000,69.9,58.3,62.3,68.3,69.5,62.1,61.3,68.4
1667973600,73.9,59.4,64.5,67.9,70.1,62.7,60.7,69.2
1667977200,77.2,60.7,66.8,68.8,71.4,62.6,61.7,70.4
1667980800,78.7,59.9,67.7,70.9,74.1,66.1,66.4,73.0
1667984400,83.9,63.2,71.4,74.7,75.4,70.9,69.8,76.4
1667988000,85.0,66.2,76.2,77.3,77.1,75.8,71.2,78.8
1667991600,84.0,66.6,78.3,78.0,80.4,79.3,72.2,79.7
1667995200,83.8,66.8,81.9,79.5,80.1,79.7,71.6,79.6
1667998800,83.0,68.7,83.3,79.7,79.9,80.9,71.7,79.4
1668002400,82.9,69.0,83.0,80.9,79.4,82.8,73.0,79.9
1668006000,82.1,69.2,83.6,81.7,80.6,84.3,73.9,80.1
1668009600,83.0,70.8,85.1,81.9,80.7,84.1,75.2,80.4
1668013200,82.1,70.4,85.6,82.5,80.7,85.1,75.0,80.1
1668016800,82.6,71.0,84.8,82.1,80.2,85.3,75.2,80.2
1668020400,82.9,72.5,87.2,82.6,80.7,86.6,75.7,80.9
1668024000,83.9,72.7,87.2,82.6,81.5,87.4,76.7,81.2
1668027600,83.6,72.8,87.6,84.0,82.7,88.1,77.4,81.7
1668031200,84.6,72.2,88.5,84.0,81.3,89.4,77.3,82.4
1668034800,85.9,71.9,90.8,83.6,81.4,91.7,77.2,82.3
1668038400,86.0,68.2,87.2,79.9,79.7,86.1,75.7,81.1
1668042000,83.9,65.8,82.3,76.4,76.9,77.6,73.1,76.7
1668045600,78.1,63.1,75.0,71.8,72.4,71.0,68.7,72.8
1668049200,75.0,59.8,69.2,68.4,70.3,65.6,64.1,69.7
1668052800,72.1,57.6,63.5,66.3,69.2,60.5,62.3,67.9
1668056400,70.5,57.1,63.0,65.7,68.2,58.8,60.4,67.8
1668060000,74.5,57.9,62.8,64.8,68.6,58.6,59.8,68.5
1668063600,77.4,59.3,65.0,65.5,69.4,58.5,60.6,69.3
1668067200,78.5,58.3,65.8,67.0,71.7,62.0,64.9,71.3
1668070800,83.2,61.4,69.2,70.8,72.9,66.6,68.2,74.4
1668074400,84.0,64.2,73.7,73.7,74.2,71.7,69.3,76.5
1668078000,82.7,64.5,75.6,74.4,77.2,75.2,70.1,77.1
1668081600,82.0,64.6,78.6,75.9,76.9,76.0,69.5,76.8
1668085200,80.8,66.1,79.5,75.8,76.3,76.9,69.2,76.2
1668088800,80.6,66.0,78.9,76.8,75.8,78.6,70.3,76.7
1668092400,79.6,65.9,79.4,77.5,76.8,79.7,71.0,76.6
1668096000,80.2,67.2,80.7,77.6,76.7,79.2,71.9,76.9
1668103200,,,,,,,,
