ts,cch,hka,lfs,sha,skg,tkl,ty1,g153
1667314800,80.0,74.0,85.0,70.0,70.0,79.0,67.0,82.8
1667318400,82.0,78.0,86.0,73.0,73.0,84.0,69.0,82.8
1667322000,86.0,76.0,86.0,79.0,82.0,80.0,74.0,83.9
1667325600,83.0,76.0,85.0,79.0,82.0,84.0,73.0,84.8
1667329200,83.0,78.0,92.0,80.0,83.0,80.0,74.0,84.9
1667332800,94.0,78.0,85.0,87.0,84.0,89.0,80.0,84.7
1667336400,93.4,77.7,84.7,87.2,84.4,89.0,79.7,84.7
1667340000,93.0,76.9,84.6,86.6,82.4,89.1,79.0,84.4
1667343600,93.0,75.6,86.9,85.8,82.4,91.5,79.0,83.9
1667347200,93.0,73.2,87.0,84.2,82.8,88.0,78.6,82.9
1667350800,90.5,71.1,85.4,84.5,83.8,83.3,78.6,82.3
1667354400,85.4,70.6,84.4,84.0,82.4,83.8,76.8,80.4
1667358000,83.4,68.4,80.5,82.4,82.9,82.5,73.9,80.8
1667361600,83.3,68.0,78.6,85.3,85.6,83.2,75.5,82.9
1667365200,83.8,71.1,82.9,89.1,87.3,86.1,76.7,84.2
1667368800,88.8,74.2,87.6,90.2,88.1,90.3,76.9,85.9
1667372400,91.6,75.0,89.8,90.0,88.3,88.6,77.8,86.1
1667376000,92.5,72.8,90.4,91.6,90.8,92.1,81.9,88.6
1667379600,97.5,75.1,93.2,92.7,89.4,93.4,83.6,90.2
1667383200,98.4,77.3,94.4,91.8,89.3,94.1,83.7,91.2
1667386800,96.0,77.1,93.1,89.7,91.3,93.8,83.0,91.1
1667390400,94.1,76.1,94.2,89.7,89.8,91.2,80.8,90.0
1667394000,93.5,77.6,94.5,89.9,89.5,92.1,81.3,90.1
1667397600,92.7,78.0,93.1,90.3,88.7,92.8,82.2,90.4
1667401200,92.1,78.3,92.9,91.0,89.7,93.0,83.0,90.0
1667404800,91.9,80.0,95.6,91.2,90.0,93.1,84.4,89.8
1667408400,91.1,79.7,96.6,92.3,90.4,94.7,84.5,89.7
1667412000,92.7,80.8,96.5,91.8,90.3,95.5,84.4,89.7
1667415600,93.1,82.4,98.4,92.6,91.3,96.0,85.6,91.2
1667419200,94.5,82.6,98.3,92.1,91.9,95.3,86.6,91.7
1667422800,94.0,82.5,99.6,93.9,93.1,95.0,87.5,92.2
1667426400,95.0,83.0,100.0,94.8,92.4,94.8,87.5,93.2
1667430000,96.3,83.1,100.0,95.5,91.9,97.1,88.2,93.0
1667433600,95.5,79.6,100.0,91.9,90.7,95.3,88.0,91.5
1667437200,93.5,78.2,98.7,93.0,91.2,94.2,86.5,90.0
1667440800,89.0,78.1,95.8,91.5,89.4,93.8,84.3,87.5
1667444400,85.4,74.9,90.4,89.0,89.0,91.6,79.6,85.2
1667448000,83.2,73.5,85.7,89.4,89.6,88.4,79.1,84.6
1667451600,81.9,74.0,86.3,91.1,89.1,89.0,77.7,85.2
1667455200,87.0,75.6,89.6,91.2,89.8,91.3,77.8,86.6
1667458800,89.1,76.4,91.3,91.2,90.0,89.9,77.8,86.4
1667462400,90.3,73.6,91.1,91.4,90.9,92.0,82.0,87.7
1667466000,94.4,76.2,92.5,93.0,90.1,94.4,83.5,89.5
1667469600,94.9,77.8,94.3,91.4,89.4,94.8,83.3,90.0
1667473200,94.0,77.1,92.1,89.7,91.4,94.0,83.3,90.2
1667476800,92.3,76.0,94.5,89.4,89.7,91.4,80.6,89.0
1667480400,90.4,76.6,94.3,87.4,87.7,91.1,80.1,87.8
1667484000,90.0,76.0,91.9,87.9,86.5,91.3,80.4,87.1
1667487600,89.4,75.7,91.4,88.8,87.9,91.4,81.0,87.2
1667491200,90.7,77.5,92.2,88.5,87.6,90.3,82.2,87.9
1667494800,89.0,76.9,92.8,89.2,87.3,91.3,81.8,87.0
1667498400,89.5,77.6,92.2,88.7,87.6,91.4,81.8,87.6
1667502000,89.9,79.1,94.1,88.3,87.4,91.2,82.1,88.0
1667505600,90.9,79.2,93.6,88.2,88.0,91.1,82.7,87.3
1667509200,90.9,79.0,93.6,89.8,88.9,90.3,84.0,88.3
1667512800,91.7,78.5,94.0,89.8,87.4,91.0,84.0,89.2
1667516400,92.2,78.9,95.8,89.3,86.1,93.2,83.4,87.9
1667520000,91.0,75.0,94.3,87.0,85.6,90.6,82.8,86.0
1667523600,89.7,73.8,91.9,86.9,85.7,87.1,81.9,84.8
1667527200,84.5,72.5,87.5,84.6,82.9,84.3,78.8,82.1
1667530800,81.3,68.9,80.7,81.3,82.4,80.4,74.0,79.6
1667534400,78.6,66.9,74.9,80.8,82.3,77.4,72.8,78.8
1667538000,76.9,66.7,74.4,80.8,81.5,76.2,70.5,78.6
1667541600,81.2,67.8,76.6,80.6,82.1,78.0,70.2,79.5
1667545200,84.7,69.1,78.9,81.1,82.8,77.6,70.8,80.2
1667548800,86.1,67.6,79.9,82.8,85.3,80.6,75.6,82.9
1667552400,91.5,71.0,82.6,85.3,84.1,83.7,78.6,85.0
1667556000,91.0,72.5,85.5,84.5,83.1,85.2,77.9,84.5
1667559600,89.4,71.5,84.5,83.2,85.5,85.8,77.4,84.9
1667563200,90.2,71.4,87.1,84.0,84.7,84.3,77.0,85.6
1667566800,88.6,72.6,86.1,82.5,83.0,83.7,75.7,83.7
1667570400,87.7,71.7,84.2,82.6,81.5,84.2,76.0,83.6
1667574000,86.0,70.8,84.0,82.3,81.4,84.3,76.1,82.5
1667577600,86.3,72.4,85.1,81.7,80.8,83.8,76.6,81.7
1667581200,84.6,71.6,86.5,82.5,80.7,86.5,76.4,80.7
1667584800,84.8,72.7,86.9,82.4,80.4,87.2,76.6,80.6
1667588400,84.7,73.9,89.1,83.4,81.1,88.7,77.6,81.1
1667592000,85.2,74.2,88.5,83.9,82.1,89.2,78.9,81.4
1667595600,84.4,73.8,88.1,85.4,83.1,89.1,79.3,81.6
1667599200,85.0,73.0,87.7,84.2,80.6,88.9,77.8,81.2
1667602800,86.3,72.7,88.5,83.3,80.1,90.3,77.7,81.0
1667606400,85.8,69.3,85.6,80.3,79.4,85.2,75.9,80.0
1667610000,83.0,66.4,82.4,78.2,77.6,78.6,73.9,77.6
1667613600,76.9,63.9,76.6,74.5,74.2,73.9,69.9,74.4
1667617200,73.6,60.5,71.3,72.1,73.6,71.0,65.7,72.4
1667620800,71.3,58.7,66.6,72.0,73.6,68.5,64.8,71.7
1667624400,69.9,58.8,67.3,73.1,73.3,68.4,63.8,72.1
1667628000,73.9,59.8,69.7,72.8,73.8,70.0,63.4,72.4
1667631600,77.1,61.1,71.1,73.3,74.5,69.0,64.0,72.9
1667635200,78.5,59.9,70.9,75.2,77.0,71.8,68.3,75.0
1667638800,83.8,62.9,74.2,78.3,78.2,75.6,71.4,78.1
1667642400,86.3,67.3,79.3,81.0,79.9,79.8,73.7,81.0
1667646000,86.7,68.8,81.2,81.6,83.5,82.3,75.1,82.5
1667649600,87.6,69.7,84.3,83.1,83.7,82.2,75.0,82.9
1667653200,85.9,70.7,85.0,82.3,82.0,82.4,74.0,81.8
1667656800,85.0,70.5,83.9,82.1,80.0,83.1,74.5,81.4
1667660400,83.3,69.9,84.0,81.5,79.9,83.7,74.6,80.2
1667664000,83.5,70.8,85.2,81.0,79.3,83.2,75.2,79.9
1667667600,82.0,69.8,85.0,81.3,79.0,84.7,74.6,79.3
1667671200,81.8,69.9,83.9,80.1,77.8,84.5,73.6,78.5
1667674800,81.9,71.0,86.5,80.9,78.3,86.3,74.3,78.8
1667678400,82.8,71.2,85.6,81.5,79.6,87.0,76.0,79.4
1667682000,82.7,70.7,84.3,83.1,81.1,87.5,76.4,79.7
1667685600,83.1,69.5,84.7,81.8,78.2,88.0,75.2,78.9
1667689200,84.7,69.3,87.3,81.1,78.2,90.5,75.4,79.0
1667692800,84.6,67.0,85.2,78.3,77.2,85.8,73.9,77.4
1667696400,82.4,64.9,82.0,76.7,76.3,78.5,72.3,75.2
1667700000,76.0,62.8,76.4,73.4,73.4,73.8,68.2,72.3
1667703600,73.2,60.5,71.3,71.3,73.0,70.9,64.6,70.1
1667707200,71.1,58.5,65.9,70.8,72.5,67.4,63.6,69.1
1667710800,70.1,58.4,65.5,71.3,72.0,66.8,62.6,69.5
1667714400,74.4,59.4,67.3,71.3,72.8,67.8,62.4,70.2
1667718000,77.7,60.9,69.4,72.4,73.8,67.6,63.3,71.2
1667721600,79.0,60.2,70.5,74.5,75.8,71.0,67.3,73.2
1667725200,83.4,63.1,74.5,77.4,77.1,75.2,70.1,75.9
1667728800,84.9,66.6,78.9,80.2,78.8,80.0,72.2,79.0
1667732400,84.3,67.1,80.9,80.7,82.2,83.0,73.5,80.4
