ts,cch,hka,hko,hks,jkb,lfs,pen,sek,sha,skg,tkl,tpo,tun,ty1,wgl,g153
1696777200,46.1,36.4,31.3,19.8,15.8,27.4,40.7,9999.0,18.4,41.4,15.8,20.2,15.8,11.2,46.1,21.3
1696780800,66.6,31.7,30.2,22.3,14.0,23.0,35.6,9999.0,19.8,40.7,15.8,18.9,10.4,5.8,49.3,20.3
1696784400,74.2,31.0,32.4,15.8,11.5,23.4,41.4,9999.0,17.6,36.0,10.4,16.9,15.1,14.4,47.9,19.3
1696788000,63.0,33.5,29.9,15.1,8.3,16.2,40.0,9999.0,14.8,27.7,9.7,16.3,14.0,9.0,44.3,18.7
1696791600,51.8,29.2,25.9,16.2,10.4,14.8,32.0,9999.0,9.4,22.0,4.7,15.5,19.8,2.9,37.8,17.9
1696795200,43.9,22.3,27.7,13.3,12.6,11.2,17.3,9999.0,15.5,37.8,2.5,14.6,10.4,5.4,45.0,18.1
1696798800,39.2,18.7,23.4,20.2,13.3,14.8,16.6,9999.0,15.1,30.6,4.3,13.1,5.4,3.6,83.2,18.9
1696802400,18.4,28.4,23.4,22.0,9.0,11.9,20.2,9999.0,17.3,32.8,3.2,14.9,10.4,5.8,67.0,19.5
1696806000,41.8,12.2,15.5,11.9,12.6,17.3,39.6,9999.0,13.7,25.6,4.0,17.7,12.6,5.8,64.1,19.6
1696809600,45.0,26.6,18.7,12.2,9.0,19.1,22.0,9999.0,12.2,7.9,1.1,16.5,11.5,7.9,49.7,18.7
1696813200,24.5,19.8,13.3,13.7,6.5,12.2,9.0,9999.0,5.8,8.6,6.1,15.3,7.9,3.6,29.5,18.8
1696816800,17.6,11.5,6.1,6.5,10.4,13.0,2.2,9999.0,5.8,10.8,3.6,15.3,4.0,2.9,9.4,19.0
1696820400,17.5,11.1,7.1,6.1,10.1,12.1,3.7,9999.0,5.5,10.3,2.4,14.5,3.8,2.6,9.3,19.2
1696824000,16.4,12.0,9.8,7.8,11.6,11.9,3.8,9999.0,5.4,10.3,3.5,15.0,5.2,5.3,11.9,18.6
1696827600,18.5,12.6,9.4,8.6,11.1,14.2,5.9,9999.0,6.6,10.0,4.7,14.2,5.6,6.6,14.3,16.2
1696831200,22.3,14.3,10.5,8.9,11.3,14.7,7.7,9999.0,7.0,11.0,4.3,13.9,8.1,8.0,16.8,15.4
1696834800,22.7,14.8,11.9,9.8,10.3,16.1,9.7,9999.0,7.1,10.9,5.9,13.5,9.7,10.1,18.3,14.8
1696838400,23.2,15.4,12.7,9.3,10.7,15.9,10.9,9999.0,7.8,11.6,6.1,13.8,10.5,10.2,22.1,14.9
1696842000,24.0,17.8,13.9,9.6,10.9,16.8,13.2,9999.0,8.7,12.3,7.2,13.7,10.2,10.7,27.1,15.2
1696845600,27.1,19.0,15.1,9.7,10.5,16.3,16.0,9999.0,9.0,12.7,7.3,13.4,10.7,12.1,33.5,15.2
1696849200,26.8,19.9,16.7,10.0,12.1,17.7,18.9,9999.0,8.9,13.5,9.2,14.1,11.7,12.8,39.3,15.5
1696852800,28.1,19.9,16.5,10.8,12.4,19.0,19.8,9999.0,9.3,14.3,9.9,14.3,10.9,13.0,42.2,15.4
1696856400,24.9,19.4,16.9,9.9,14.8,19.1,18.4,9999.0,9.4,16.2,9.5,14.0,10.4,11.4,44.6,17.2
1696860000,28.0,19.3,18.8,12.3,11.8,19.2,20.8,9999.0,9.6,16.3,10.0,13.9,10.9,11.3,43.4,18.0
1696863600,29.0,17.9,17.2,10.7,12.0,17.0,18.6,9999.0,9.3,15.7,9.5,13.4,10.4,9.9,38.1,17.5
1696867200,25.3,17.4,16.5,11.3,10.7,15.8,19.3,9999.0,9.8,13.8,8.9,13.3,9.4,10.3,35.8,16.0
1696870800,24.0,16.5,15.3,9.5,10.7,15.7,15.8,9999.0,8.5,13.4,8.3,12.3,7.7,8.9,36.1,15.0
1696874400,22.6,14.6,14.6,8.8,9.7,15.1,15.7,9999.0,6.9,13.1,7.4,11.2,6.2,7.8,34.3,14.5
1696878000,21.8,13.4,13.0,8.3,8.0,14.6,14.9,9999.0,6.4,12.9,6.3,10.7,6.3,7.6,32.9,13.3
1696881600,20.8,13.3,12.4,8.2,8.2,15.4,14.8,9999.0,6.4,12.5,6.8,11.0,6.5,6.8,34.0,12.8
1696885200,20.5,12.7,11.6,8.4,8.3,13.5,14.4,9999.0,6.5,12.5,6.4,11.6,5.9,6.7,34.0,13.0
1696888800,20.9,12.7,12.7,8.3,8.8,14.9,14.7,9999.0,5.6,11.9,6.4,11.2,5.9,6.8,34.3,12.9
1696892400,20.7,13.3,11.2,9.1,8.5,15.5,15.9,9999.0,6.5,12.7,6.1,11.8,7.0,8.1,37.7,13.7
1696896000,20.0,14.3,12.4,9.7,9.3,15.0,15.7,9999.0,7.5,14.7,7.2,12.3,7.6,8.6,37.0,14.8
1696899600,20.3,14.3,14.3,10.8,9.8,15.4,15.8,9999.0,8.2,16.2,8.8,13.0,8.5,9.4,35.8,14.7
1696903200,20.1,16.9,15.3,11.3,11.9,16.6,15.9,9999.0,9.8,18.1,10.8,13.0,9.0,11.8,35.9,15.2
1696906800,21.3,17.7,18.3,11.7,12.0,15.5,18.4,9999.0,11.1,19.6,10.7,16.9,8.9,12.7,36.0,16.9
1696910400,21.3,18.1,18.5,12.1,13.1,15.6,18.1,9999.0,10.2,19.3,10.7,16.8,9.6,14.3,35.2,17.7
1696914000,23.3,18.2,17.5,12.7,12.9,16.3,18.4,9999.0,10.4,17.8,10.7,14.7,9.3,14.6,37.4,16.1
1696917600,25.8,19.0,17.6,12.6,12.7,16.2,18.4,9999.0,9.9,17.3,9.1,13.4,10.9,14.4,36.9,15.5
1696921200,25.7,18.2,17.6,12.6,11.5,16.3,18.1,9999.0,9.5,15.5,9.5,12.9,11.5,15.0,33.9,14.6
1696924800,24.9,18.7,16.7,11.4,11.0,15.8,16.8,9999.0,9.0,13.7,8.3,11.6,11.6,13.7,33.3,13.9
1696928400,23.1,18.8,15.4,10.2,10.8,16.1,15.9,9999.0,8.5,12.6,8.4,10.2,10.6,12.0,32.6,13.4
1696932000,23.1,19.0,15.1,9.5,10.2,15.1,15.5,9999.0,8.5,11.5,7.5,10.5,10.9,11.6,34.8,13.2
1696935600,22.0,18.1,14.4,8.1,9.8,15.9,16.0,9999.0,7.4,10.4,8.0,10.6,11.2,10.2,32.8,12.4
1696939200,21.6,17.8,14.0,7.9,9.5,16.7,15.4,9999.0,7.5,9.7,9.0,11.0,10.2,9.4,31.5,11.9
1696942800,19.4,17.3,14.3,7.3,9.9,17.5,14.9,9999.0,8.3,11.7,9.2,11.2,10.1,8.8,31.8,12.7
1696946400,19.0,17.4,14.9,8.3,9.0,17.6,14.4,9999.0,8.2,11.8,9.5,10.8,10.4,9.3,31.4,13.2
1696950000,19.0,15.5,13.3,7.7,8.9,15.9,13.1,9999.0,8.5,11.1,9.5,10.6,9.7,8.2,30.1,13.1
1696953600,17.9,15.2,12.8,8.2,9.0,14.5,14.4,9999.0,8.9,11.2,9.1,10.4,9.2,8.7,29.7,12.3
1696957200,19.1,15.4,12.8,7.5,8.9,15.4,13.5,9999.0,7.8,11.5,8.3,9.9,7.7,7.9,30.6,11.6
1696960800,20.6,14.3,12.9,7.2,8.7,15.7,14.7,9999.0,7.1,12.6,7.3,10.0,6.6,7.2,30.9,11.8
1696964400,20.1,13.5,11.9,7.4,7.7,15.2,14.5,9999.0,6.7,13.1,6.5,10.0,6.6,7.1,30.6,11.2
1696968000,19.7,13.7,11.5,7.4,7.9,15.6,14.4,9999.0,6.7,12.5,6.9,10.2,6.8,6.4,32.0,11.6
1696971600,20.4,13.0,11.0,7.6,8.1,13.7,14.0,9999.0,6.4,12.4,6.4,10.1,6.1,6.4,32.2,11.9
1696975200,20.4,13.0,12.1,7.5,8.7,14.9,14.4,9999.0,5.8,12.3,6.7,10.4,6.3,6.3,32.1,12.4
1696978800,20.2,13.6,10.0,7.8,8.0,15.3,15.6,9999.0,6.4,12.8,6.3,10.7,7.3,7.6,32.9,12.3
1696982400,19.4,14.7,11.0,8.2,8.7,15.0,15.2,9999.0,7.0,14.0,7.0,10.6,7.8,8.0,31.4,12.1
