ts,cch_windDir,g153_windDir,hka_windDir,lfs_windDir,sha_windDir,skg_windDir,tkl_windDir,ty1_windDir,cch_windspeed,g153_windspeed,hka_windspeed,lfs_windspeed,sha_windspeed,skg_windspeed,tkl_windspeed,ty1_windspeed
1667239860.0,7.0,5.0,14.0,4.0,33.0,359.0,23.0,347.0,53.0,22.0,29.0,36.0,21.0,28.0,24.0,12.0
1667239920.0,7.0,4.0,13.0,2.0,35.0,360.0,23.0,340.0,54.0,19.0,29.0,35.0,19.0,30.0,24.0,12.0
1667239980.0,6.0,2.0,15.0,2.0,36.0,360.0,22.0,336.0,54.0,19.0,29.0,33.0,19.0,30.0,24.0,11.0
1667240040.0,7.0,26.0,16.0,2.0,35.0,360.0,22.0,334.0,53.0,19.0,29.0,32.0,19.0,30.0,24.0,11.0
1667240100.0,6.0,23.0,16.0,2.0,33.0,358.0,20.0,333.0,53.0,19.0,28.0,30.0,19.0,30.0,24.0,10.0
1667240160.0,6.0,23.0,16.0,1.0,32.0,356.0,20.0,330.0,52.0,21.0,28.0,29.0,19.0,30.0,24.0,10.0
1667240220.0,7.0,23.0,14.0,2.0,34.0,355.0,21.0,329.0,53.0,21.0,27.0,28.0,19.0,31.0,22.0,10.0
1667240280.0,5.0,23.0,14.0,2.0,31.0,354.0,20.0,324.0,52.0,22.0,28.0,28.0,19.0,32.0,22.0,9.0
1667240340.0,4.0,23.0,14.0,3.0,30.0,353.0,20.0,318.0,52.0,23.0,27.0,28.0,19.0,32.0,21.0,8.0
1667240400.0,5.0,26.0,13.0,3.0,30.0,353.0,22.0,313.0,53.0,23.0,27.0,28.0,18.0,32.0,21.0,6.0
1667240460.0,6.0,31.0,12.0,2.0,30.0,353.0,21.0,9999.0,53.0,24.0,26.0,27.0,18.0,31.0,21.0,6.0
1667240520.0,5.0,31.0,12.0,2.0,28.0,353.0,21.0,9999.0,51.0,26.0,27.0,27.0,18.0,30.0,21.0,7.0
1667240580.0,6.0,26.0,11.0,2.0,27.0,354.0,19.0,9999.0,50.0,25.0,27.0,26.0,17.0,30.0,21.0,7.0
1667240640.0,6.0,25.0,10.0,3.0,29.0,355.0,20.0,9999.0,50.0,24.0,28.0,26.0,17.0,30.0,21.0,8.0
1667240700.0,6.0,25.0,10.0,3.0,30.0,356.0,20.0,337.0,49.0,24.0,28.0,25.0,17.0,30.0,21.0,8.0
1667240760.0,6.0,25.0,10.0,5.0,29.0,357.0,21.0,9999.0,50.0,24.0,28.0,26.0,18.0,29.0,22.0,10.0
1667240820.0,6.0,23.0,9.0,8.0,28.0,358.0,23.0,9999.0,49.0,24.0,29.0,28.0,17.0,28.0,22.0,10.0
1667240880.0,7.0,20.0,9.0,12.0,29.0,359.0,26.0,12.0,50.0,22.0,29.0,28.0,17.0,29.0,22.0,12.0
1667240940.0,7.0,16.0,9.0,13.0,29.0,1.0,27.0,7.0,51.0,22.0,30.0,30.0,17.0,29.0,23.0,12.0
1667241000.0,6.0,15.0,8.0,14.0,28.0,1.0,26.0,2.0,50.0,23.0,30.0,30.0,16.0,28.0,23.0,12.0
1667241060.0,6.0,14.0,9.0,14.0,31.0,360.0,26.0,2.0,49.0,23.0,30.0,30.0,18.0,27.0,23.0,12.0
1667241120.0,7.0,13.0,10.0,15.0,33.0,360.0,26.0,2.0,50.0,22.0,30.0,32.0,18.0,27.0,23.0,12.0
1667241180.0,7.0,15.0,10.0,17.0,32.0,360.0,28.0,2.0,50.0,24.0,30.0,35.0,18.0,27.0,22.0,12.0
1667241240.0,7.0,10.0,10.0,18.0,30.0,359.0,30.0,2.0,51.0,26.0,30.0,36.0,18.0,26.0,21.0,12.0
1667241300.0,8.0,11.0,9.0,18.0,30.0,358.0,33.0,9999.0,51.0,26.0,30.0,39.0,18.0,27.0,19.0,12.0
1667241360.0,7.0,7.0,10.0,18.0,30.0,359.0,33.0,9999.0,50.0,26.0,30.0,39.0,17.0,28.0,19.0,12.0
1667241420.0,7.0,8.0,10.0,18.0,29.0,1.0,32.0,324.0,50.0,26.0,29.0,39.0,17.0,30.0,19.0,12.0
1667241480.0,7.0,4.0,9.0,16.0,29.0,1.0,30.0,322.0,49.0,26.0,29.0,40.0,18.0,29.0,19.0,12.0
1667241540.0,7.0,4.0,9.0,14.0,28.0,2.0,29.0,322.0,50.0,25.0,29.0,39.0,18.0,28.0,19.0,14.0
1667241600.0,7.0,4.0,10.0,15.0,26.0,2.0,30.0,325.0,51.0,25.0,29.0,40.0,18.0,29.0,19.0,15.0
1667241660.0,7.0,11.0,9.0,15.0,23.0,3.0,31.0,324.0,52.0,24.0,28.0,40.0,18.0,30.0,19.0,17.0
1667241720.0,8.0,10.0,7.0,13.0,20.0,2.0,33.0,323.0,52.0,24.0,28.0,39.0,18.0,30.0,19.0,18.0
1667241780.0,8.0,15.0,6.0,11.0,20.0,2.0,19.0,323.0,53.0,24.0,28.0,36.0,18.0,29.0,19.0,19.0
1667241840.0,8.0,15.0,6.0,10.0,21.0,4.0,19.0,324.0,52.0,23.0,29.0,35.0,19.0,30.0,19.0,21.0
1667241900.0,7.0,15.0,7.0,7.0,20.0,4.0,24.0,327.0,51.0,22.0,29.0,31.0,20.0,28.0,19.0,20.0
1667241960.0,6.0,1.0,7.0,6.0,21.0,3.0,23.0,324.0,51.0,22.0,28.0,30.0,20.0,27.0,18.0,21.0
1667242020.0,7.0,2.0,7.0,5.0,23.0,2.0,24.0,323.0,51.0,22.0,28.0,29.0,21.0,26.0,16.0,21.0
1667242080.0,7.0,2.0,8.0,4.0,23.0,360.0,25.0,325.0,51.0,23.0,28.0,28.0,21.0,26.0,15.0,21.0
1667242140.0,7.0,357.0,7.0,3.0,25.0,358.0,26.0,325.0,50.0,24.0,28.0,27.0,21.0,27.0,14.0,21.0
1667242200.0,8.0,357.0,6.0,3.0,27.0,359.0,26.0,322.0,51.0,24.0,28.0,26.0,21.0,27.0,14.0,21.0
1667242260.0,8.0,356.0,6.0,3.0,28.0,1.0,27.0,325.0,51.0,24.0,28.0,26.0,19.0,26.0,14.0,21.0
1667242320.0,7.0,358.0,6.0,3.0,31.0,1.0,25.0,327.0,51.0,23.0,28.0,26.0,19.0,27.0,15.0,21.0
1667242380.0,6.0,359.0,6.0,2.0,31.0,360.0,25.0,327.0,51.0,21.0,28.0,26.0,18.0,28.0,15.0,19.0
1667242440.0,6.0,1.0,6.0,2.0,33.0,359.0,25.0,327.0,50.0,21.0,27.0,26.0,18.0,28.0,15.0,19.0
1667242500.0,6.0,360.0,6.0,2.0,33.0,359.0,25.0,327.0,50.0,21.0,27.0,26.0,17.0,29.0,15.0,19.0
1667242560.0,7.0,359.0,6.0,2.0,32.0,2.0,25.0,328.0,50.0,21.0,27.0,26.0,17.0,30.0,16.0,18.0
1667242620.0,7.0,359.0,5.0,1.0,32.0,3.0,24.0,333.0,50.0,22.0,27.0,26.0,17.0,32.0,17.0,17.0
1667242680.0,7.0,357.0,5.0,2.0,32.0,3.0,23.0,332.0,51.0,21.0,26.0,26.0,17.0,32.0,17.0,17.0
1667242740.0,7.0,360.0,4.0,2.0,30.0,4.0,21.0,334.0,50.0,20.0,26.0,26.0,17.0,34.0,17.0,16.0
1667242800.0,6.0,359.0,5.0,2.0,30.0,5.0,20.0,337.0,49.0,21.0,26.0,27.0,17.0,35.0,18.0,15.0
1667242860.0,5.0,2.0,6.0,3.0,30.0,4.0,21.0,337.0,47.0,22.0,26.0,27.0,18.0,36.0,19.0,15.0
1667242920.0,5.0,360.0,7.0,4.0,29.0,4.0,23.0,339.0,46.0,22.0,26.0,27.0,18.0,36.0,18.0,15.0
1667242980.0,5.0,360.0,8.0,6.0,30.0,7.0,22.0,340.0,47.0,23.0,26.0,28.0,19.0,37.0,18.0,15.0
1667243040.0,6.0,356.0,8.0,7.0,30.0,8.0,22.0,339.0,48.0,23.0,25.0,28.0,19.0,38.0,17.0,14.0
1667243100.0,5.0,357.0,8.0,9.0,31.0,8.0,20.0,339.0,49.0,23.0,26.0,29.0,19.0,38.0,18.0,15.0
1667243160.0,5.0,359.0,7.0,10.0,31.0,7.0,22.0,340.0,49.0,23.0,26.0,29.0,19.0,38.0,19.0,16.0
1667243220.0,4.0,358.0,8.0,10.0,31.0,7.0,22.0,357.0,48.0,23.0,26.0,29.0,19.0,37.0,19.0,17.0
1667243280.0,4.0,358.0,8.0,10.0,29.0,7.0,22.0,355.0,49.0,23.0,26.0,28.0,19.0,37.0,20.0,17.0
1667243340.0,4.0,358.0,9.0,10.0,30.0,7.0,22.0,357.0,50.0,24.0,25.0,29.0,19.0,35.0,21.0,17.0
1667243400.0,5.0,360.0,9.0,9.0,29.0,5.0,21.0,358.0,51.0,23.0,24.0,29.0,19.0,34.0,22.0,18.0
1667243460.0,5.0,357.0,8.0,8.0,30.0,4.0,22.0,359.0,53.0,22.0,24.0,29.0,19.0,34.0,21.0,19.0
1667243520.0,5.0,358.0,7.0,7.0,32.0,2.0,21.0,355.0,55.0,23.0,24.0,29.0,19.0,34.0,22.0,19.0
1667243580.0,6.0,2.0,7.0,6.0,31.0,2.0,21.0,351.0,55.0,24.0,24.0,28.0,19.0,35.0,22.0,19.0
1667243640.0,6.0,6.0,6.0,4.0,29.0,2.0,21.0,349.0,55.0,24.0,23.0,27.0,19.0,35.0,23.0,19.0
1667243700.0,5.0,6.0,6.0,2.0,28.0,3.0,21.0,345.0,57.0,24.0,22.0,27.0,18.0,35.0,24.0,17.0
1667243760.0,5.0,5.0,7.0,360.0,28.0,4.0,18.0,344.0,57.0,23.0,21.0,27.0,18.0,34.0,26.0,16.0
1667243820.0,7.0,6.0,8.0,359.0,27.0,3.0,18.0,344.0,59.0,23.0,21.0,28.0,18.0,33.0,26.0,16.0
1667243880.0,7.0,23.0,8.0,358.0,29.0,3.0,19.0,20.0,59.0,24.0,22.0,29.0,19.0,33.0,26.0,17.0
1667243940.0,7.0,18.0,8.0,357.0,31.0,4.0,19.0,11.0,59.0,23.0,23.0,28.0,19.0,33.0,27.0,16.0
1667244000.0,7.0,13.0,10.0,356.0,32.0,5.0,20.0,5.0,59.0,23.0,23.0,29.0,22.0,33.0,27.0,14.0
1667244060.0,6.0,10.0,12.0,357.0,31.0,8.0,18.0,5.0,57.0,22.0,23.0,30.0,23.0,33.0,27.0,12.0
1667244120.0,5.0,7.0,14.0,356.0,31.0,10.0,19.0,5.0,54.0,21.0,23.0,30.0,23.0,33.0,28.0,12.0
1667244180.0,5.0,4.0,14.0,356.0,30.0,10.0,20.0,309.0,54.0,19.0,23.0,31.0,22.0,32.0,28.0,12.0
1667244240.0,5.0,6.0,16.0,356.0,32.0,10.0,21.0,319.0,54.0,21.0,24.0,32.0,22.0,33.0,29.0,14.0
1667244300.0,6.0,5.0,16.0,356.0,33.0,10.0,22.0,321.0,53.0,23.0,25.0,32.0,23.0,35.0,27.0,14.0
1667244360.0,6.0,3.0,16.0,356.0,33.0,10.0,22.0,319.0,53.0,23.0,26.0,32.0,23.0,36.0,26.0,15.0
1667244420.0,5.0,3.0,18.0,356.0,34.0,12.0,22.0,320.0,51.0,23.0,26.0,32.0,24.0,37.0,26.0,15.0
1667244480.0,5.0,3.0,17.0,357.0,33.0,13.0,21.0,323.0,50.0,22.0,26.0,32.0,23.0,37.0,25.0,14.0
1667244540.0,5.0,4.0,17.0,358.0,31.0,13.0,20.0,325.0,49.0,22.0,26.0,32.0,23.0,39.0,26.0,15.0
1667244600.0,5.0,6.0,15.0,357.0,31.0,14.0,20.0,325.0,49.0,22.0,26.0,33.0,23.0,40.0,26.0,15.0
1667244660.0,5.0,7.0,14.0,357.0,34.0,13.0,21.0,330.0,51.0,23.0,26.0,32.0,23.0,40.0,26.0,16.0
1667244720.0,7.0,10.0,13.0,358.0,33.0,11.0,22.0,327.0,52.0,23.0,26.0,33.0,23.0,39.0,24.0,16.0
1667244780.0,7.0,14.0,12.0,358.0,33.0,10.0,22.0,329.0,53.0,22.0,26.0,33.0,23.0,38.0,24.0,17.0
1667244840.0,7.0,9999.0,12.0,359.0,30.0,10.0,22.0,326.0,54.0,22.0,26.0,33.0,23.0,37.0,24.0,15.0
1667244900.0,7.0,9999.0,13.0,359.0,29.0,9.0,21.0,325.0,54.0,20.0,26.0,32.0,22.0,36.0,25.0,15.0
1667244960.0,7.0,35.0,14.0,359.0,31.0,10.0,22.0,326.0,55.0,20.0,26.0,32.0,21.0,36.0,25.0,15.0
1667245020.0,8.0,30.0,14.0,359.0,30.0,10.0,22.0,325.0,55.0,19.0,27.0,32.0,19.0,37.0,24.0,16.0
1667245080.0,9.0,23.0,15.0,359.0,30.0,9.0,24.0,326.0,55.0,21.0,27.0,30.0,21.0,37.0,24.0,16.0
1667245140.0,8.0,17.0,18.0,359.0,30.0,8.0,24.0,324.0,56.0,21.0,28.0,30.0,21.0,36.0,23.0,15.0
1667245200.0,9.0,16.0,20.0,360.0,29.0,8.0,25.0,324.0,58.0,21.0,28.0,30.0,20.0,36.0,22.0,15.0
1667245260.0,9.0,14.0,21.0,360.0,28.0,9.0,27.0,323.0,57.0,21.0,28.0,29.0,19.0,37.0,21.0,15.0
1667245320.0,9.0,16.0,22.0,360.0,28.0,10.0,27.0,327.0,57.0,21.0,28.0,28.0,19.0,38.0,22.0,14.0
1667245380.0,9.0,16.0,22.0,360.0,29.0,10.0,28.0,9999.0,57.0,22.0,29.0,28.0,19.0,39.0,22.0,14.0
1667245440.0,9.0,14.0,23.0,1.0,30.0,8.0,29.0,9999.0,56.0,22.0,28.0,29.0,19.0,39.0,22.0,14.0
1667245500.0,10.0,12.0,23.0,2.0,29.0,8.0,28.0,9999.0,57.0,23.0,29.0,29.0,19.0,39.0,22.0,14.0
1667245560.0,10.0,6.0,22.0,3.0,28.0,7.0,30.0,338.0,56.0,23.0,28.0,29.0,19.0,38.0,21.0,14.0
1667245620.0,10.0,2.0,20.0,3.0,27.0,7.0,30.0,333.0,55.0,23.0,27.0,30.0,19.0,37.0,21.0,12.0
1667245680.0,11.0,358.0,19.0,3.0,29.0,6.0,32.0,333.0,56.0,22.0,28.0,30.0,19.0,39.0,21.0,12.0
1667245740.0,11.0,1.0,17.0,4.0,31.0,7.0,34.0,332.0,56.0,22.0,28.0,32.0,18.0,40.0,21.0,12.0
1667245800.0,10.0,358.0,16.0,4.0,31.0,6.0,33.0,334.0,56.0,22.0,27.0,33.0,18.0,40.0,21.0,12.0
1667245860.0,10.0,358.0,15.0,4.0,30.0,6.0,33.0,335.0,57.0,23.0,28.0,33.0,17.0,40.0,22.0,14.0
1667245920.0,10.0,358.0,15.0,6.0,29.0,8.0,33.0,335.0,58.0,23.0,28.0,34.0,17.0,41.0,22.0,14.0
1667245980.0,9.0,358.0,15.0,7.0,29.0,8.0,32.0,335.0,57.0,24.0,27.0,35.0,17.0,42.0,22.0,14.0
1667246040.0,9.0,358.0,14.0,7.0,31.0,8.0,34.0,313.0,55.0,23.0,27.0,34.0,17.0,43.0,22.0,14.0
1667246100.0,8.0,26.0,12.0,7.0,32.0,7.0,36.0,315.0,55.0,23.0,27.0,34.0,17.0,42.0,21.0,15.0
1667246160.0,8.0,18.0,12.0,7.0,32.0,7.0,37.0,316.0,55.0,23.0,28.0,33.0,17.0,42.0,21.0,17.0
1667246220.0,8.0,10.0,11.0,7.0,33.0,7.0,37.0,317.0,55.0,23.0,28.0,33.0,18.0,42.0,21.0,17.0
1667246280.0,7.0,5.0,12.0,8.0,32.0,6.0,35.0,316.0,54.0,23.0,28.0,32.0,19.0,41.0,21.0,18.0
1667246340.0,6.0,5.0,12.0,8.0,32.0,5.0,35.0,317.0,54.0,23.0,28.0,30.0,19.0,40.0,19.0,19.0
1667246400.0,6.0,4.0,12.0,8.0,33.0,5.0,35.0,318.0,53.0,24.0,29.0,30.0,19.0,40.0,19.0,19.0
1667246460.0,4.0,6.0,12.0,8.0,32.0,3.0,36.0,319.0,51.0,24.0,29.0,29.0,19.0,40.0,19.0,19.0
1667246520.0,4.0,9.0,12.0,9.0,32.0,3.0,37.0,322.0,50.0,24.0,29.0,28.0,19.0,39.0,18.0,21.0
1667246580.0,5.0,5.0,11.0,9.0,34.0,4.0,38.0,321.0,50.0,24.0,30.0,27.0,19.0,38.0,18.0,21.0
1667246640.0,5.0,3.0,11.0,9.0,33.0,4.0,34.0,323.0,52.0,24.0,30.0,27.0,19.0,38.0,18.0,21.0
1667246700.0,5.0,1.0,11.0,9.0,34.0,5.0,34.0,324.0,52.0,24.0,30.0,27.0,19.0,38.0,18.0,22.0
1667246760.0,5.0,2.0,11.0,9.0,33.0,7.0,36.0,325.0,53.0,24.0,30.0,27.0,20.0,39.0,17.0,21.0
1667246820.0,5.0,6.0,10.0,9.0,33.0,8.0,37.0,325.0,53.0,23.0,30.0,26.0,21.0,39.0,17.0,22.0
1667246880.0,5.0,8.0,9.0,9.0,34.0,9.0,39.0,325.0,54.0,24.0,30.0,26.0,19.0,39.0,17.0,22.0
1667246940.0,6.0,8.0,10.0,9.0,33.0,11.0,42.0,324.0,55.0,22.0,30.0,26.0,19.0,39.0,16.0,22.0
1667247000.0,6.0,7.0,9.0,10.0,32.0,13.0,44.0,324.0,54.0,23.0,30.0,26.0,19.0,38.0,15.0,21.0
1667247060.0,8.0,5.0,10.0,10.0,34.0,15.0,44.0,324.0,55.0,21.0,30.0,26.0,20.0,37.0,14.0,20.0
1667247120.0,8.0,1.0,9.0,9.0,34.0,15.0,44.0,325.0,54.0,21.0,30.0,27.0,21.0,36.0,12.0,20.0
1667247180.0,8.0,19.0,9.0,8.0,32.0,15.0,46.0,325.0,53.0,20.0,29.0,27.0,20.0,36.0,12.0,19.0
1667247240.0,9.0,16.0,10.0,8.0,32.0,14.0,49.0,324.0,53.0,21.0,29.0,28.0,21.0,35.0,12.0,19.0
1667247300.0,9.0,11.0,10.0,8.0,32.0,14.0,51.0,323.0,53.0,22.0,28.0,28.0,20.0,35.0,12.0,19.0
1667247360.0,9.0,8.0,10.0,8.0,34.0,13.0,49.0,322.0,51.0,21.0,28.0,29.0,19.0,36.0,12.0,18.0
1667247420.0,9.0,7.0,10.0,8.0,33.0,13.0,49.0,321.0,52.0,22.0,28.0,30.0,19.0,36.0,12.0,18.0
1667247480.0,9.0,7.0,11.0,6.0,31.0,13.0,48.0,322.0,50.0,21.0,28.0,30.0,17.0,36.0,12.0,17.0
1667247540.0,7.0,5.0,10.0,6.0,32.0,12.0,47.0,320.0,49.0,22.0,27.0,30.0,17.0,37.0,13.0,17.0
1667247600.0,7.0,5.0,10.0,5.0,32.0,11.0,47.0,318.0,49.0,21.0,27.0,30.0,18.0,38.0,14.0,16.0
1667247660.0,6.0,360.0,9.0,6.0,31.0,11.0,48.0,315.0,48.0,21.0,27.0,30.0,17.0,39.0,15.0,17.0
1667247720.0,5.0,359.0,11.0,7.0,33.0,11.0,48.0,312.0,48.0,21.0,27.0,30.0,18.0,40.0,17.0,16.0
1667247780.0,5.0,355.0,11.0,7.0,32.0,12.0,46.0,311.0,49.0,21.0,26.0,30.0,18.0,41.0,17.0,16.0
1667247840.0,4.0,353.0,11.0,6.0,32.0,12.0,46.0,310.0,49.0,19.0,25.0,30.0,18.0,43.0,17.0,15.0
1667247900.0,4.0,353.0,12.0,6.0,32.0,12.0,45.0,309.0,48.0,19.0,24.0,30.0,18.0,42.0,17.0,15.0
1667247960.0,4.0,14.0,13.0,6.0,32.0,12.0,44.0,307.0,48.0,19.0,24.0,30.0,18.0,41.0,16.0,15.0
1667248020.0,3.0,15.0,13.0,5.0,32.0,11.0,47.0,314.0,47.0,18.0,24.0,30.0,18.0,41.0,17.0,14.0
1667248080.0,4.0,12.0,13.0,7.0,34.0,10.0,51.0,314.0,48.0,19.0,23.0,30.0,18.0,41.0,16.0,13.0
1667248140.0,5.0,9.0,14.0,8.0,34.0,9.0,50.0,314.0,50.0,19.0,23.0,30.0,19.0,40.0,15.0,12.0
1667248200.0,5.0,8.0,14.0,7.0,36.0,8.0,50.0,9999.0,50.0,18.0,23.0,31.0,18.0,39.0,15.0,11.0
