ts,windSpeed,windDir
1667279460,24.0,13
1667279520,24.0,12
1667279580,25.0,13
1667279640,25.0,13
1667279700,26.0,13
1667279760,27.0,14
1667279820,27.0,15
1667279880,27.0,17
1667279940,27.0,17
1667280000,27.0,16
1667280060,28.0,16
1667280120,28.0,17
1667280180,27.0,17
1667280240,27.0,17
1667280300,27.0,17
1667280360,26.0,18
1667280420,26.0,18
1667280480,26.0,17
1667280540,25.0,17
1667280600,24.0,16
1667280660,23.0,17
1667280720,22.0,17
1667280780,22.0,17
1667280840,22.0,17
1667280900,22.0,16
1667280960,22.0,14
1667281020,22.0,13
1667281080,22.0,12
1667281140,23.0,11
1667281200,24.0,11
1667281260,24.0,9
1667281320,24.0,9
1667281380,25.0,10
1667281440,26.0,12
1667281500,26.0,14
1667281560,26.0,16
1667281620,25.0,18
1667281680,25.0,21
1667281740,24.0,24
1667281800,25.0,25
1667281860,25.0,27
1667281920,24.0,27
1667281980,24.0,28
1667282040,23.0,29
1667282100,22.0,27
1667282160,22.0,26
1667282220,22.0,26
1667282280,22.0,26
1667282340,22.0,25
1667282400,22.0,24
1667282460,22.0,24
1667282520,21.0,24
1667282580,21.0,23
1667282640,21.0,21
1667282700,22.0,23
1667282760,22.0,24
1667282820,22.0,25
1667282880,22.0,24
1667282940,22.0,24
1667283000,23.0,25
1667283060,24.0,25
1667283120,25.0,25
1667283180,25.0,27
1667283240,25.0,28
1667283300,24.0,29
1667283360,24.0,30
1667283420,23.0,29
1667283480,23.0,28
1667283540,23.0,26
1667283600,23.0,25
1667283660,22.0,26
1667283720,22.0,26
1667283780,23.0,26
1667283840,24.0,26
1667283900,25.0,26
1667283960,26.0,27
1667284020,26.0,28
1667284080,27.0,29
1667284140,26.0,31
1667284200,25.0,32
1667284260,25.0,32
1667284320,25.0,32
1667284380,25.0,31
1667284440,24.0,30
1667284500,24.0,30
1667284560,23.0,29
1667284620,23.0,28
1667284680,22.0,30
1667284740,24.0,31
1667284800,25.0,31
1667284860,26.0,32
1667284920,26.0,34
1667284980,27.0,35
1667285040,27.0,36
1667285100,27.0,35
1667285160,28.0,35
1667285220,29.0,36
1667285280,30.0,34
1667285340,30.0,33
1667285400,29.0,31
1667285460,29.0,31
1667285520,28.0,32
1667285580,28.0,32
1667285640,27.0,34
1667285700,27.0,35
1667285760,26.0,37
1667285820,26.0,39
1667285880,26.0,42
1667285940,25.0,44
1667286000,24.0,46
1667286060,24.0,45
1667286120,24.0,43
1667286180,24.0,43
1667286240,23.0,42
1667286300,22.0,42
1667286360,21.0,42
1667286420,19.0,41
1667286480,18.0,40
1667286540,17.0,39
1667286600,17.0,37
1667286660,15.0,38
1667286720,14.0,40
1667286780,12.0,41
1667286840,12.0,40
1667286900,11.0,42
1667286960,10.0,46
1667287020,9.0,48
1667287080,9.0,52
1667287140,8.0,56
1667287200,8.0,59
1667287260,7.0,61
1667287320,6.0,63
1667287380,6.0,69
1667287440,6.0,77
1667287500,6.0,82
1667287560,6.0,83
1667287620,6.0,88
1667287680,6.0,90
1667287740,7.0,92
1667287800,7.0,96
1667287860,8.0,98
1667287920,8.0,100
1667287980,8.0,99
1667288040,8.0,96
1667288100,9.0,94
1667288160,9.0,93
1667288220,9.0,91
1667288280,9.0,90
1667288340,10.0,87
1667288400,11.0,85
1667288460,12.0,81
1667288520,12.0,79
1667288580,13.0,76
1667288640,15.0,72
1667288700,16.0,68
1667288760,18.0,64
1667288820,19.0,60
1667288880,21.0,57
1667288940,21.0,56
1667289000,23.0,53
1667289060,23.0,53
1667289120,24.0,51
1667289180,24.0,49
1667289240,24.0,49
1667289300,24.0,48
1667289360,24.0,49
1667289420,25.0,49
1667289480,25.0,49
1667289540,26.0,48
1667289600,25.0,49
1667289660,25.0,49
1667289720,26.0,50
1667289780,26.0,50
1667289840,27.0,51
1667289900,26.0,51
1667289960,26.0,50
1667290020,25.0,48
1667290080,25.0,45
1667290140,24.0,43
1667290200,23.0,42
1667290260,22.0,40
1667290320,22.0,37
1667290380,21.0,34
1667290440,19.0,31
1667290500,19.0,29
1667290560,19.0,27
1667290620,20.0,26
1667290680,20.0,26
1667290740,20.0,25
1667290800,21.0,23
1667290860,20.0,22
