ts,windSpeed,windDir
1667296680,21.0,334
1667296740,21.0,334
1667296800,21.0,336
1667296860,21.0,337
1667296920,19.0,337
1667296980,19.0,335
1667297040,18.0,337
1667297100,18.0,337
1667297160,17.0,341
1667297220,18.0,340
1667297280,18.0,340
1667297340,17.0,342
1667297400,17.0,342
1667297460,17.0,342
1667297520,17.0,343
1667297580,16.0,341
1667297640,16.0,342
1667297700,17.0,341
1667297760,17.0,335
1667297820,17.0,333
1667297880,17.0,333
1667297940,16.0,329
1667298000,17.0,328
1667298060,18.0,328
1667298120,18.0,328
1667298180,18.0,327
1667298240,18.0,325
1667298300,18.0,326
1667298360,18.0,326
1667298420,18.0,327
1667298480,18.0,326
1667298540,18.0,325
1667298600,18.0,325
1667298660,17.0,325
1667298720,17.0,322
1667298780,17.0,321
1667298840,17.0,321
1667298900,16.0,321
1667298960,16.0,319
1667299020,16.0,319
1667299080,16.0,319
1667299140,16.0,319
1667299200,15.0,319
1667299260,15.0,320
1667299320,15.0,322
1667299380,15.0,320
1667299440,15.0,320
1667299500,15.0,321
1667299560,15.0,303
1667299620,15.0,307
1667299680,14.0,317
1667299740,14.0,317
1667299800,13.0,317
1667299860,12.0,317
1667299920,14.0,321
1667299980,15.0,327
1667300040,15.0,327
1667300100,14.0,324
1667300160,14.0,323
1667300220,14.0,323
1667300280,14.0,323
1667300340,14.0,346
1667300400,16.0,341
1667300460,16.0,339
1667300520,15.0,337
1667300580,15.0,337
1667300640,15.0,334
1667300700,16.0,332
1667300760,16.0,332
1667300820,16.0,328
1667300880,18.0,326
1667300940,17.0,328
1667301000,17.0,328
1667301060,16.0,327
1667301120,16.0,327
1667301180,16.0,327
1667301240,16.0,311
1667301300,16.0,312
1667301360,15.0,312
1667301420,15.0,314
1667301480,15.0,314
1667301540,15.0,314
1667301600,16.0,354
1667301660,16.0,350
1667301720,15.0,355
1667301780,15.0,355
1667301840,15.0,355
1667301900,16.0,325
1667301960,15.0,321
1667302020,15.0,321
1667302080,16.0,322
1667302140,17.0,326
1667302200,16.0,326
1667302260,15.0,326
1667302320,15.0,326
1667302380,16.0,333
1667302440,15.0,333
1667302500,15.0,333
1667302560,15.0,334
1667302620,15.0,333
1667302680,17.0,336
1667302740,17.0,336
1667302800,17.0,334
1667302860,17.0,331
1667302920,17.0,334
1667302980,17.0,333
1667303040,17.0,333
1667303100,17.0,332
1667303160,16.0,330
1667303220,16.0,329
1667303280,14.0,326
1667303340,14.0,330
1667303400,14.0,330
1667303460,14.0,332
1667303520,14.0,332
1667303580,15.0,328
1667303640,15.0,327
1667303700,15.0,327
1667303760,15.0,330
1667303820,15.0,335
1667303880,15.0,336
1667303940,15.0,337
1667304000,16.0,331
1667304060,16.0,331
1667304120,17.0,329
1667304180,17.0,324
1667304240,17.0,323
1667304300,18.0,327
1667304360,18.0,328
1667304420,18.0,328
1667304480,18.0,328
1667304540,17.0,324
1667304600,17.0,319
1667304660,17.0,319
1667304720,16.0,317
1667304780,17.0,319
1667304840,16.0,316
1667304900,17.0,315
1667304960,15.0,310
1667305020,15.0,326
1667305080,14.0,301
1667305140,14.0,9999
1667305200,14.0,9999
1667305260,14.0,305
1667305320,14.0,310
1667305380,14.0,310
1667305440,14.0,312
1667305500,12.0,309
1667305560,14.0,308
1667305620,14.0,307
1667305680,15.0,308
1667305740,16.0,309
1667305800,16.0,309
1667305860,15.0,303
1667305920,15.0,302
1667305980,15.0,302
1667306040,16.0,324
1667306100,16.0,322
1667306160,17.0,327
1667306220,16.0,328
1667306280,16.0,322
1667306340,16.0,322
1667306400,16.0,322
1667306460,17.0,322
1667306520,17.0,322
1667306580,17.0,322
1667306640,16.0,324
1667306700,15.0,329
1667306760,14.0,327
1667306820,12.0,328
1667306880,12.0,344
1667306940,12.0,9999
1667307000,12.0,9999
1667307060,10.0,9999
1667307120,10.0,9999
1667307180,9.0,358
1667307240,10.0,9999
1667307300,10.0,9999
1667307360,10.0,316
1667307420,11.0,316
1667307480,11.0,318
1667307540,11.0,324
1667307600,12.0,324
1667307660,12.0,329
1667307720,11.0,329
1667307780,12.0,330
1667307840,14.0,335
1667307900,15.0,337
1667307960,15.0,336
1667308020,16.0,335
1667308080,16.0,337
1667308140,16.0,335
1667308200,17.0,332
1667308260,17.0,325
1667308320,16.0,325
1667308380,13.0,318
1667308440,12.0,316
1667308500,12.0,9999
1667308560,12.0,9999
1667308620,12.0,9999
1667308680,12.0,9999
1667308740,12.0,9999
1667308800,13.0,306
1667308860,14.0,306
1667308920,15.0,311
1667308980,16.0,310
1667309040,17.0,311
1667309100,17.0,311
1667309160,17.0,311
1667309220,17.0,312
1667309280,17.0,312
1667309340,16.0,312
1667309400,16.0,313
1667309460,15.0,315
1667309520,15.0,313
1667309580,15.0,310
1667309640,15.0,311
1667309700,14.0,311
1667309760,15.0,310
1667309820,14.0,312
1667309880,14.0,316
1667309940,14.0,319
1667310000,14.0,316
1667310060,14.0,315
1667310120,13.0,315
1667310180,14.0,318
1667310240,13.0,321
1667310300,12.0,274
1667310360,13.0,9999
1667310420,12.0,9999
1667310480,12.0,9999
1667310540,12.0,9999
1667310600,12.0,270
1667310660,12.0,9999
1667310720,12.0,9999
1667310780,12.0,307
1667310840,12.0,299
1667310900,13.0,301
1667310960,12.0,301
1667311020,12.0,301
1667311080,11.0,266
1667311140,11.0,301
1667311200,11.0,9999
1667311260,11.0,9999
1667311320,10.0,9999
1667311380,9.0,9999
1667311440,8.0,9999
1667311500,6.0,13
1667311560,7.0,9999
1667311620,8.0,9999
1667311680,8.0,359
1667311740,9.0,355
1667311800,9.0,353
1667311860,10.0,348
1667311920,11.0,349
1667311980,12.0,348
1667312040,12.0,343
1667312100,14.0,343
1667312160,14.0,342
1667312220,15.0,342
1667312280,15.0,340
1667312340,17.0,342
1667312400,17.0,342
1667312460,16.0,343
1667312520,16.0,343
1667312580,16.0,309
1667312640,16.0,315
1667312700,15.0,316
1667312760,15.0,313
1667312820,14.0,316
1667312880,15.0,321
1667312940,14.0,322
1667313000,14.0,321
1667313060,14.0,322
1667313120,14.0,325
1667313180,12.0,327
1667313240,12.0,328
1667313300,12.0,328
1667313360,12.0,288
1667313420,12.0,291
1667313480,12.0,297
1667313540,12.0,302
1667313600,12.0,308
1667313660,13.0,308
1667313720,14.0,308
1667313780,15.0,321
1667313840,15.0,327
1667313900,15.0,327
1667313960,15.0,324
1667314020,15.0,325
1667314080,14.0,323
1667314140,13.0,323
1667314200,13.0,323
1667314260,12.0,9999
1667314320,10.0,9999
1667314380,9.0,9999
1667314440,10.0,9999
1667314500,10.0,9999
1667314560,10.0,320
1667314620,11.0,325
1667314680,12.0,328
1667314740,12.0,325
1667314800,13.0,326
1667314860,14.0,326
1667314920,14.0,326
1667314980,14.0,9999
1667315040,14.0,9999
1667315100,14.0,9999
1667315160,14.0,318
1667315220,14.0,324
1667315280,14.0,325
1667315340,13.0,325
1667315400,12.0,325
1667315460,12.0,285
1667315520,13.0,296
1667315580,14.0,309
1667315640,15.0,309
1667315700,16.0,309
1667315760,15.0,340
1667315820,15.0,309
1667315880,14.0,9999
1667315940,15.0,330
1667316000,15.0,328
1667316060,15.0,331
1667316120,15.0,331
1667316180,16.0,334
1667316240,15.0,334
1667316300,15.0,334
1667316360,15.0,334
1667316420,15.0,337
1667316480,15.0,336
1667316540,16.0,337
1667316600,18.0,337
1667316660,19.0,336
1667316720,18.0,337
1667316780,17.0,335
1667316840,18.0,334
1667316900,19.0,335
1667316960,20.0,337
1667317020,21.0,340
