ts,windSpeed,windDir
1667233260,49.0,8
1667233320,49.0,8
1667233380,50.0,8
1667233440,50.0,8
1667233500,50.0,8
1667233560,50.0,8
1667233620,51.0,8
1667233680,51.0,8
1667233740,50.0,8
1667233800,49.0,7
1667233860,46.0,7
1667233920,46.0,7
1667233980,46.0,7
1667234040,47.0,6
1667234100,46.0,6
1667234160,46.0,7
1667234220,46.0,7
1667234280,47.0,7
1667234340,48.0,7
1667234400,49.0,8
1667234460,50.0,8
1667234520,51.0,9
1667234580,50.0,9
1667234640,51.0,9
1667234700,52.0,8
1667234760,52.0,8
1667234820,54.0,9
1667234880,54.0,9
1667234940,54.0,9
1667235000,54.0,9
1667235060,54.0,9
1667235120,55.0,9
1667235180,56.0,9
1667235240,55.0,10
1667235300,54.0,11
1667235360,54.0,11
1667235420,54.0,10
1667235480,55.0,10
1667235540,56.0,10
1667235600,57.0,11
1667235660,56.0,10
1667235720,54.0,10
1667235780,52.0,8
1667235840,51.0,7
1667235900,51.0,7
1667235960,50.0,7
1667236020,49.0,7
1667236080,49.0,7
1667236140,48.0,7
1667236200,46.0,7
1667236260,48.0,7
1667236320,48.0,7
1667236380,50.0,8
1667236440,50.0,9
1667236500,51.0,9
1667236560,53.0,9
1667236620,53.0,9
1667236680,53.0,9
1667236740,53.0,9
1667236800,53.0,9
1667236860,51.0,10
1667236920,50.0,9
1667236980,48.0,8
1667237040,48.0,8
1667237100,48.0,7
1667237160,47.0,8
1667237220,46.0,7
1667237280,45.0,7
1667237340,45.0,7
1667237400,45.0,6
1667237460,46.0,5
1667237520,48.0,6
1667237580,49.0,6
1667237640,50.0,6
1667237700,51.0,6
1667237760,51.0,7
1667237820,51.0,7
1667237880,51.0,7
1667237940,51.0,7
1667238000,51.0,8
1667238060,51.0,8
1667238120,51.0,8
1667238180,50.0,8
1667238240,49.0,8
1667238300,48.0,9
1667238360,49.0,8
1667238420,50.0,8
1667238480,50.0,9
1667238540,50.0,8
1667238600,50.0,7
1667238660,49.0,7
1667238720,49.0,7
1667238780,50.0,7
1667238840,50.0,7
1667238900,49.0,6
1667238960,49.0,7
1667239020,48.0,7
1667239080,48.0,7
1667239140,49.0,8
1667239200,49.0,9
1667239260,48.0,9
1667239320,47.0,8
1667239380,48.0,8
1667239440,49.0,9
1667239500,51.0,9
1667239560,51.0,8
1667239620,51.0,8
1667239680,51.0,8
1667239740,51.0,8
1667239800,51.0,7
1667239860,53.0,7
1667239920,54.0,7
1667239980,54.0,6
1667240040,53.0,7
1667240100,53.0,6
1667240160,52.0,6
1667240220,53.0,7
1667240280,52.0,5
1667240340,52.0,4
1667240400,53.0,5
1667240460,53.0,6
1667240520,51.0,5
1667240580,50.0,6
1667240640,50.0,6
1667240700,49.0,6
1667240760,50.0,6
1667240820,49.0,6
1667240880,50.0,7
1667240940,51.0,7
1667241000,50.0,6
1667241060,49.0,6
1667241120,50.0,7
1667241180,50.0,7
1667241240,51.0,7
1667241300,51.0,8
1667241360,50.0,7
1667241420,50.0,7
1667241480,49.0,7
1667241540,50.0,7
1667241600,51.0,7
1667241660,52.0,7
1667241720,52.0,8
1667241780,53.0,8
1667241840,52.0,8
1667241900,51.0,7
1667241960,51.0,6
1667242020,51.0,7
1667242080,51.0,7
1667242140,50.0,7
1667242200,51.0,8
1667242260,51.0,8
1667242320,51.0,7
1667242380,51.0,6
1667242440,50.0,6
1667242500,50.0,6
1667242560,50.0,7
