ts,windSpeed,windDir
1667236860,23.0,32
1667236920,22.0,32
1667236980,22.0,32
1667237040,21.0,32
1667237100,21.0,30
1667237160,20.0,28
1667237220,19.0,29
1667237280,18.0,28
1667237340,19.0,29
1667237400,19.0,30
1667237460,19.0,31
1667237520,19.0,29
1667237580,19.0,29
1667237640,20.0,28
1667237700,21.0,27
1667237760,21.0,26
1667237820,22.0,26
1667237880,23.0,26
1667237940,23.0,26
1667238000,23.0,25
1667238060,23.0,22
1667238120,23.0,24
1667238180,23.0,26
1667238240,23.0,27
1667238300,22.0,31
1667238360,22.0,33
1667238420,21.0,33
1667238480,21.0,33
1667238540,21.0,33
1667238600,21.0,35
1667238660,21.0,37
1667238720,21.0,37
1667238780,19.0,37
1667238840,18.0,35
1667238900,18.0,35
1667238960,18.0,34
1667239020,18.0,33
1667239080,18.0,33
1667239140,17.0,32
1667239200,17.0,30
1667239260,17.0,29
1667239320,18.0,27
1667239380,19.0,27
1667239440,19.0,27
1667239500,19.0,29
1667239560,19.0,31
1667239620,19.0,30
1667239680,19.0,30
1667239740,19.0,32
1667239800,21.0,33
1667239860,21.0,33
1667239920,19.0,35
1667239980,19.0,36
1667240040,19.0,35
1667240100,19.0,33
1667240160,19.0,32
1667240220,19.0,34
1667240280,19.0,31
1667240340,19.0,30
1667240400,18.0,30
1667240460,18.0,30
1667240520,18.0,28
1667240580,17.0,27
1667240640,17.0,29
1667240700,17.0,30
1667240760,18.0,29
1667240820,17.0,28
1667240880,17.0,29
1667240940,17.0,29
1667241000,16.0,28
1667241060,18.0,31
1667241120,18.0,33
1667241180,18.0,32
1667241240,18.0,30
1667241300,18.0,30
1667241360,17.0,30
1667241420,17.0,29
1667241480,18.0,29
1667241540,18.0,28
1667241600,18.0,26
1667241660,18.0,23
1667241720,18.0,20
1667241780,18.0,20
1667241840,19.0,21
1667241900,20.0,20
1667241960,20.0,21
1667242020,21.0,23
1667242080,21.0,23
1667242140,21.0,25
1667242200,21.0,27
1667242260,19.0,28
1667242320,19.0,31
1667242380,18.0,31
1667242440,18.0,33
1667242500,17.0,33
1667242560,17.0,32
1667242620,17.0,32
1667242680,17.0,32
1667242740,17.0,30
1667242800,17.0,30
1667242860,18.0,30
1667242920,18.0,29
1667242980,19.0,30
1667243040,19.0,30
1667243100,19.0,31
1667243160,19.0,31
1667243220,19.0,31
1667243280,19.0,29
1667243340,19.0,30
1667243400,19.0,29
1667243460,19.0,30
1667243520,19.0,32
1667243580,19.0,31
1667243640,19.0,29
1667243700,18.0,28
1667243760,18.0,28
1667243820,18.0,27
1667243880,19.0,29
1667243940,19.0,31
1667244000,22.0,32
1667244060,23.0,31
1667244120,23.0,31
1667244180,22.0,30
1667244240,22.0,32
1667244300,23.0,33
1667244360,23.0,33
1667244420,24.0,34
1667244480,23.0,33
1667244540,23.0,31
1667244600,23.0,31
1667244660,23.0,34
1667244720,23.0,33
1667244780,23.0,33
1667244840,23.0,30
1667244900,22.0,29
1667244960,21.0,31
1667245020,19.0,30
1667245080,21.0,30
1667245140,21.0,30
1667245200,20.0,29
1667245260,19.0,28
1667245320,19.0,28
1667245380,19.0,29
1667245440,19.0,30
1667245500,19.0,29
1667245560,19.0,28
1667245620,19.0,27
1667245680,19.0,29
1667245740,18.0,31
1667245800,18.0,31
1667245860,17.0,30
1667245920,17.0,29
1667245980,17.0,29
1667246040,17.0,31
1667246100,17.0,32
1667246160,17.0,32
