ts,cch,hka,hko,hks,jkb,lfs,pen,sek,sha,skg,tkl,tpo,tun,ty1,wgl,g153
1693450800,31.7,14.0,9.4,9.4,8.6,20.5,19.8,10.1,10.8,17.6,8.6,17.7,9.7,12.6,33.5,14.8
1693454400,27.4,14.8,11.5,14.8,10.1,19.1,20.9,11.5,12.6,19.8,11.5,18.3,8.3,15.5,28.4,14.0
1693458000,20.9,18.7,10.4,11.5,11.2,19.4,23.4,16.2,13.7,13.7,15.5,18.5,6.8,13.7,27.0,13.5
1693461600,22.7,17.6,9.0,8.3,11.2,23.4,22.3,11.9,13.0,25.2,8.3,18.1,6.8,16.2,32.8,12.6
1693465200,22.3,18.0,6.1,10.8,11.5,18.4,24.5,10.1,6.8,15.5,4.3,16.7,11.5,12.6,32.8,12.5
1693468800,22.7,17.3,3.5,10.4,10.8,19.1,23.7,9.9,4.8,13.1,3.4,13.8,11.5,11.2,33.0,11.1
1693472400,21.2,16.4,4.2,8.4,10.3,17.5,22.7,9.9,5.4,11.8,3.7,14.8,10.8,10.2,29.0,11.2
1693476000,20.9,15.2,6.3,7.6,9.8,17.1,19.4,8.1,6.5,10.8,3.6,13.1,10.8,9.4,32.6,11.3
1693479600,18.5,15.1,6.8,5.6,9.1,14.7,17.3,6.6,7.4,9.4,3.7,11.6,10.8,8.4,30.2,10.7
1693483200,17.5,13.9,6.3,4.9,9.4,13.4,15.3,5.2,7.3,8.2,3.4,11.5,10.2,8.0,27.7,9.9
1693486800,15.6,12.4,7.1,3.7,8.7,10.7,12.6,5.5,9.2,7.1,4.0,11.6,9.3,7.4,24.3,10.2
1693490400,16.9,13.5,7.9,4.2,8.6,9.1,12.4,5.4,9.6,9.0,4.3,13.0,10.2,9.7,26.5,11.0
1693494000,16.5,13.3,8.9,3.5,8.3,7.8,10.3,4.4,10.7,9.0,5.4,12.8,7.8,8.3,25.4,11.5
1693497600,16.8,14.2,10.0,3.2,8.7,7.1,7.7,4.8,13.0,6.0,5.2,13.6,8.6,9.0,24.2,11.9
1693501200,19.7,16.0,11.5,4.6,8.2,7.2,8.4,3.8,13.9,6.7,4.2,14.4,7.9,8.7,26.4,12.6
1693504800,22.1,16.3,11.9,5.6,7.7,7.4,10.5,3.6,12.8,8.1,4.3,15.0,8.3,7.6,30.5,14.0
1693508400,22.4,16.1,12.2,5.0,7.5,7.0,9.7,4.2,12.1,7.7,5.6,15.5,10.0,7.8,28.0,14.2
1693512000,26.3,16.7,11.4,4.6,6.1,6.0,8.6,4.9,10.2,7.9,4.9,16.0,9.0,7.6,27.9,14.1
1693515600,23.7,17.5,11.9,5.0,6.8,6.9,8.6,4.2,9.8,6.7,6.5,15.9,10.5,7.8,29.0,14.8
1693519200,27.0,18.0,12.1,5.2,7.5,7.4,9.5,4.5,9.3,9.2,5.1,15.8,7.6,7.7,27.2,15.7
1693522800,25.2,18.2,11.9,4.2,5.6,9.2,9.6,4.7,9.1,7.3,7.7,18.2,8.1,8.2,29.9,16.4
1693526400,24.4,20.6,14.3,7.0,6.0,10.8,11.1,7.2,12.0,11.7,7.0,18.9,9.2,8.5,33.2,17.4
1693530000,29.1,25.7,15.7,8.6,9.5,11.7,14.8,11.5,15.4,14.9,14.1,20.7,12.3,13.9,30.6,18.9
1693533600,31.6,26.8,16.7,10.2,10.4,13.2,16.3,12.6,17.2,20.6,15.2,21.3,14.2,14.4,28.2,18.3
1693537200,25.9,22.8,20.1,12.2,12.7,11.1,14.2,12.5,18.0,19.2,15.8,23.7,13.9,13.0,32.7,19.4
1693540800,22.5,25.7,21.4,11.6,11.0,12.7,16.2,14.0,18.0,19.1,14.9,24.6,15.8,15.1,33.9,19.1
1693544400,25.2,28.1,20.1,13.0,13.2,15.2,17.4,15.0,18.7,19.9,16.3,27.2,16.0,18.3,35.5,19.7
1693548000,28.4,31.7,20.7,10.8,12.3,12.9,17.7,12.7,22.6,21.0,14.7,29.0,15.5,18.3,32.5,20.4
1693551600,29.0,30.3,20.9,12.5,12.2,12.5,17.5,11.8,25.2,21.5,16.2,29.9,17.6,18.8,35.0,21.8
1693555200,30.6,31.4,18.5,13.6,14.2,13.3,18.3,12.5,26.1,21.1,18.7,31.1,18.8,18.6,41.2,22.4
1693558800,29.8,33.4,19.2,11.2,15.9,15.4,19.1,14.8,26.0,19.8,18.5,33.0,19.9,19.6,41.2,23.7
1693562400,35.2,36.5,20.4,12.1,15.3,19.5,21.4,14.6,33.1,22.6,20.6,35.7,23.8,22.6,52.0,25.7
1693566000,38.8,36.5,23.3,10.7,17.9,16.9,19.6,14.7,37.8,23.7,22.1,38.4,26.7,21.2,58.3,28.1
1693569600,42.0,38.3,20.3,9.8,19.2,15.5,21.4,9.4,39.3,23.9,18.5,40.5,25.9,20.7,56.9,28.4
1693573200,38.1,33.8,18.9,9.3,20.4,13.2,20.1,12.4,39.4,23.3,18.9,41.5,22.3,21.2,55.4,29.1
1693576800,39.4,30.7,19.1,9.5,19.8,14.1,21.1,13.0,38.3,28.8,14.3,40.1,24.2,23.0,61.1,30.9
1693580400,38.4,30.8,19.7,9.7,20.4,12.3,19.0,9.5,39.4,22.4,15.1,36.3,17.9,19.1,56.1,30.5
1693584000,38.6,32.5,24.0,9.6,19.9,13.0,18.3,12.1,41.4,18.0,12.6,39.2,19.5,20.2,65.6,30.7
1693587600,43.4,36.1,23.1,11.4,18.9,11.6,17.5,8.8,31.8,19.0,8.1,38.6,17.5,17.6,65.3,29.8
1693591200,42.1,33.6,22.4,12.3,16.5,11.4,19.3,6.8,26.5,16.9,5.9,33.5,16.0,13.9,61.9,28.2
1693594800,39.7,29.8,21.6,9.4,12.7,11.1,16.4,7.8,20.3,12.4,8.4,33.0,19.7,11.9,51.6,26.5
1693598400,42.8,28.2,19.5,9.4,10.9,10.4,13.9,10.0,15.5,10.8,8.0,31.2,16.3,13.6,47.1,23.2
1693602000,35.7,28.6,18.2,7.4,10.6,13.6,12.2,7.3,11.9,8.9,9.2,27.3,15.6,10.4,43.2,22.2
1693605600,36.9,25.9,15.7,7.3,9.5,11.1,10.7,5.2,10.0,12.1,5.8,24.0,9.9,9.5,38.2,19.6
1693609200,27.2,20.8,12.3,4.6,5.9,10.0,9.9,4.2,8.1,6.4,7.5,20.2,8.7,8.5,33.7,16.4
1693612800,23.5,21.6,13.3,6.0,5.0,7.5,8.1,5.2,10.7,9.3,6.3,19.7,7.7,7.4,29.9,15.0
1693616400,25.9,22.8,13.1,6.6,8.0,8.6,10.7,8.0,12.7,11.2,11.6,17.2,8.5,10.3,22.4,14.3
1693620000,25.4,21.4,12.8,8.0,8.4,11.9,11.1,9.5,13.6,15.6,12.9,18.5,11.8,10.0,21.0,13.2
1693623600,19.0,18.4,14.5,8.5,9.0,9.4,9.0,10.2,12.8,13.6,12.0,16.2,12.2,9.3,22.1,13.2
1693627200,16.2,17.0,13.5,8.6,8.5,10.2,10.4,10.6,12.7,14.6,10.7,15.3,12.3,11.3,21.1,12.5
1693630800,16.7,19.8,12.6,8.9,9.3,12.6,11.8,11.3,12.8,15.0,12.0,15.5,12.0,12.8,21.0,12.4
1693634400,18.5,20.9,13.4,8.0,8.9,11.0,12.4,8.8,14.5,15.4,10.1,16.8,10.9,13.0,17.8,12.4
1693638000,17.9,18.4,12.6,8.1,8.1,10.2,11.1,7.8,15.0,14.8,10.3,17.1,12.7,12.2,17.8,12.3
1693641600,18.1,17.4,11.0,8.1,8.4,10.9,10.4,8.0,15.0,14.0,11.0,16.9,12.5,11.1,19.7,12.0
1693645200,18.3,18.0,10.7,6.7,8.5,10.9,11.9,8.6,13.6,11.6,9.9,16.9,12.1,11.4,17.0,12.3
1693648800,19.0,17.9,11.0,5.9,7.6,12.1,10.9,7.0,14.5,11.1,9.5,16.4,12.5,10.7,19.5,11.6
1693652400,18.5,17.7,11.2,4.2,7.0,10.4,10.8,6.1,14.8,10.5,9.0,15.3,13.1,9.9,19.9,11.3
1693656000,18.5,16.5,9.5,3.5,7.6,9.8,10.5,4.1,13.9,8.6,7.7,15.2,11.9,9.3,18.9,9.9
1693659600,15.9,13.6,9.0,2.7,7.4,7.7,9.1,4.7,14.1,7.7,7.1,15.4,10.2,7.9,17.0,9.8
1693663200,15.2,12.9,8.9,3.2,7.0,7.1,8.8,4.6,12.1,9.3,6.0,15.1,9.9,9.1,19.3,9.9
1693666800,14.6,11.9,8.7,2.6,6.7,6.8,7.7,4.0,12.4,9.7,6.2,14.3,7.7,7.4,18.0,9.4
1693670400,13.4,11.8,7.5,2.1,6.5,6.9,6.3,4.0,12.0,6.0,4.5,13.8,8.3,6.9,16.2,8.4
1693674000,13.5,11.6,8.2,2.9,5.6,6.5,5.7,2.6,8.7,5.1,2.9,11.3,6.7,5.6,17.4,7.5
1693677600,13.5,10.3,8.2,3.1,4.1,6.4,6.6,2.6,8.4,5.5,3.2,11.9,6.1,5.2,17.5,8.2
1693681200,13.4,10.1,8.0,2.6,4.3,5.8,5.8,2.7,7.1,4.3,3.8,10.5,6.6,4.6,15.9,7.7
1693684800,14.6,10.3,7.7,2.7,3.7,4.7,5.1,3.0,5.8,4.6,3.0,9.8,5.7,4.3,15.7,7.6
1693688400,13.6,11.0,7.8,2.6,4.0,5.3,4.7,2.7,6.0,4.3,4.1,10.5,6.2,3.9,15.8,8.0
1693692000,15.2,10.8,7.1,2.7,4.8,5.3,4.5,2.4,5.0,4.7,2.4,9.1,4.7,4.0,15.7,8.4
1693695600,12.8,10.6,7.2,2.3,3.4,5.5,4.8,2.8,4.4,3.3,3.4,9.3,4.2,4.4,18.7,8.2
1693699200,13.8,12.8,9.6,4.2,4.1,6.9,5.4,4.3,5.9,5.5,4.0,10.7,6.6,4.6,19.3,9.1
1693702800,14.8,13.6,10.4,5.9,6.6,7.6,7.2,6.6,8.6,6.0,7.0,10.9,7.6,7.2,16.4,9.3
1693706400,16.4,14.7,10.1,6.6,7.1,8.5,8.0,7.6,9.3,10.1,7.8,10.6,8.4,8.1,15.0,8.9
1693710000,13.7,12.9,11.4,7.3,7.8,7.5,7.4,7.3,9.1,10.5,8.2,10.5,8.9,7.8,17.6,9.8
1693713600,12.5,12.5,11.6,8.1,7.2,7.8,8.2,7.2,8.6,10.9,7.8,10.6,9.0,9.6,17.5,9.8
1693717200,13.5,13.3,9.8,7.8,7.6,10.2,8.9,7.6,8.4,12.4,8.6,10.6,8.7,10.1,15.5,9.3
1693720800,13.4,13.2,10.5,6.6,7.0,9.0,8.3,5.1,9.0,12.0,6.5,10.0,7.5,9.3,11.2,8.6
1693724400,12.1,12.4,8.4,6.1,6.3,8.0,8.1,4.3,8.1,10.6,6.0,9.5,7.8,8.4,9.9,8.0
1693728000,12.3,12.6,7.4,6.0,5.7,9.5,7.6,5.2,8.5,9.5,6.1,9.8,8.9,7.5,10.8,8.0
1693731600,12.3,11.4,7.0,4.9,5.5,8.7,8.5,5.1,7.7,7.7,5.4,9.6,8.1,6.8,9.0,7.8
1693735200,11.3,10.5,7.7,3.6,4.5,8.6,6.5,3.5,7.2,6.3,4.8,8.4,7.8,5.4,8.4,7.1
1693738800,9.8,9.8,7.4,2.1,3.7,7.9,6.6,2.5,6.3,5.4,4.0,7.4,7.6,4.9,8.3,6.4
1693742400,9.1,8.0,6.2,1.6,4.0,7.8,5.9,2.4,4.3,3.1,3.2,5.6,6.9,4.6,7.0,5.0
1693746000,8.5,7.2,6.3,0.9,3.5,6.0,4.9,2.1,4.2,1.7,2.5,4.6,6.0,3.6,6.1,4.5
1693749600,8.4,7.0,6.0,1.5,3.2,4.8,4.7,2.0,4.0,2.7,2.7,4.8,5.7,4.3,6.6,4.3
