ts,cch,hka,hko,hks,jkb,lfs,pen,sek,sha,skg,tkl,tpo,tun,ty1,wgl,g153
1693450800,,,,,,,,,,,,,,,,
1693454400,,,,,,,,,,,,,,,,
1693458000,,,,,,,,,,,,,,,,
1693461600,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy
1693465200,,,,,,,,,,,,,,,,
1693468800,,,,,,,,,,,,,,,,
1693472400,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy
1693476000,,,,,,,,,,,,,,,,
1693479600,,,,,,,,,,,,,,,,
1693483200,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy
1693486800,,,,,,,,,,,,,,,,
1693490400,,,,,,,,,,,,,,,,
1693494000,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy
1693497600,,,,,,,,,,,,,,,,
1693501200,,,,,,,,,,,,,,,,
1693504800,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy
1693508400,,,,,,,,,,,,,,,,
1693512000,,,,,,,,,,,,,,,,
1693515600,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Cloudy,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Cloudy,Mainly Cloudly
1693519200,,,,,,,,,,,,,,,,
1693522800,,,,,,,,,,,,,,,,
1693526400,Sunny Intervals,Sunny Intervals,Cloudy,Cloudy,Cloudy,Sunny Intervals,Sunny Intervals,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Sunny Intervals,Cloudy,Cloudy,Cloudy
1693530000,,,,,,,,,,,,,,,,
1693533600,,,,,,,,,,,,,,,,
