ts,cch,hka,hko,hks,jkb,lfs,pen,sek,sha,skg,tkl,tpo,tun,ty1,wgl,g153
1693580400,,,,,,,,,,,,,,,,
1693584000,,,,,,,,,,,,,,,,
1693587600,,,,,,,,,,,,,,,,
1693591200,Rain,Rain,Rain,Rain,Rain,Rain,Rain,Light Rain,Rain,Rain,Rain,Rain,Rain,Rain,Rain,Rain
1693594800,,,,,,,,,,,,,,,,
1693598400,,,,,,,,,,,,,,,,
1693602000,Rain,Rain,Rain,Rain,Rain,Rain,Rain,Cloudy,Rain,Rain,Rain,Rain,Rain,Rain,Rain,Rain
1693605600,,,,,,,,,,,,,,,,
1693609200,,,,,,,,,,,,,,,,
1693612800,Rain,Rain,Light Rain,Light Rain,Light Rain,Light Rain,Rain,Cloudy,Light Rain,Light Rain,Rain,Rain,Rain,Light Rain,Light Rain,Light Rain
1693616400,,,,,,,,,,,,,,,,
1693620000,,,,,,,,,,,,,,,,
1693623600,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Cloudy,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain
1693627200,,,,,,,,,,,,,,,,
1693630800,,,,,,,,,,,,,,,,
1693634400,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Cloudy,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain
1693638000,,,,,,,,,,,,,,,,
1693641600,,,,,,,,,,,,,,,,
1693645200,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Cloudy,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain
1693648800,,,,,,,,,,,,,,,,
1693652400,,,,,,,,,,,,,,,,
1693656000,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Cloudy,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain
1693659600,,,,,,,,,,,,,,,,
1693663200,,,,,,,,,,,,,,,,
1693666800,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Cloudy,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain
1693670400,,,,,,,,,,,,,,,,
1693674000,,,,,,,,,,,,,,,,
1693677600,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Cloudy,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain
1693681200,,,,,,,,,,,,,,,,
1693684800,,,,,,,,,,,,,,,,
1693688400,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Cloudy,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain
1693692000,,,,,,,,,,,,,,,,
1693695600,,,,,,,,,,,,,,,,
1693699200,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Cloudy,Light Rain,Cloudy,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain,Light Rain
1693702800,,,,,,,,,,,,,,,,
1693706400,,,,,,,,,,,,,,,,
1693710000,Sunny Intervals,Sunny Intervals with Showers,Sunny Intervals with Showers,Sunny Intervals,Sunny Intervals with Showers,Sunny Intervals,Sunny Intervals,Sunny Intervals,Light Rain,Sunny Intervals with Showers,Sunny Intervals with Showers,Light Rain,Sunny Intervals,Sunny Intervals with Showers,Sunny Intervals,Sunny Intervals with Showers
1693713600,,,,,,,,,,,,,,,,
1693717200,,,,,,,,,,,,,,,,
1693720800,Sunny Periods,Sunny Intervals with Showers,Sunny Intervals,Sunny Periods,Sunny Intervals,Light Rain,Sunny Periods,Cloudy,Sunny Intervals with Showers,Sunny Intervals,Light Rain,Light Rain,Light Rain,Sunny Intervals,Sunny Intervals,Sunny Intervals
1693724400,,,,,,,,,,,,,,,,
1693728000,,,,,,,,,,,,,,,,
1693731600,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals with Showers,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals with Showers,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals
1693735200,,,,,,,,,,,,,,,,
1693738800,,,,,,,,,,,,,,,,
1693742400,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly
1693746000,,,,,,,,,,,,,,,,
1693749600,,,,,,,,,,,,,,,,
1693753200,Mainly Cloudly,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Mainly Cloudly,Cloudy
1693756800,,,,,,,,,,,,,,,,
1693760400,,,,,,,,,,,,,,,,
1693764000,Mainly Cloudly,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Mainly Cloudly,Cloudy
1693767600,,,,,,,,,,,,,,,,
1693771200,,,,,,,,,,,,,,,,
1693774800,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly
1693778400,,,,,,,,,,,,,,,,
1693782000,,,,,,,,,,,,,,,,
1693785600,Sunny Periods,Sunny Periods,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Periods,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Periods,Sunny Intervals,Sunny Intervals,Sunny Intervals
1693789200,,,,,,,,,,,,,,,,
1693792800,,,,,,,,,,,,,,,,
1693796400,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals
1693800000,,,,,,,,,,,,,,,,
1693803600,,,,,,,,,,,,,,,,
1693807200,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals
1693810800,,,,,,,,,,,,,,,,
1693814400,,,,,,,,,,,,,,,,
1693818000,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals with Showers,Sunny Intervals,Sunny Intervals,Sunny Intervals with Showers,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals
1693821600,,,,,,,,,,,,,,,,
1693825200,,,,,,,,,,,,,,,,
1693828800,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Light Rain,Mainly Cloudly,Mainly Cloudly,Light Rain,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly
1693832400,,,,,,,,,,,,,,,,
1693836000,,,,,,,,,,,,,,,,
