ts,cch,hka,hko,hks,jkb,lfs,pen,sek,sha,skg,tkl,tpo,tun,ty1,wgl,g153
1693537200,39.2,18.7,12.2,10.8,13.7,32.0,41.4,12.6,13.0,26.3,13.0,25.7,10.1,18.4,42.5,22.8
1693540800,39.6,25.6,16.9,11.9,20.5,31.3,44.6,10.1,9.4,28.8,14.0,26.5,11.9,23.0,47.2,22.2
1693544400,41.0,24.8,19.8,11.2,13.3,31.3,49.7,14.4,13.0,35.3,11.9,28.0,8.3,24.1,53.6,22.9
1693548000,51.1,31.7,18.7,10.8,19.8,41.0,44.6,11.2,7.2,35.6,13.3,29.9,11.9,32.0,60.1,23.8
1693551600,46.8,32.4,17.6,18.4,18.7,41.4,46.1,19.1,7.2,34.9,13.7,33.1,10.4,28.4,67.3,26.3
1693555200,56.5,36.7,20.5,16.9,22.3,41.4,45.4,22.7,9.0,38.5,10.4,36.6,14.8,32.0,83.2,28.7
1693558800,69.8,44.3,30.2,18.0,29.2,49.7,51.5,24.5,11.9,39.6,11.5,38.9,15.1,34.6,87.5,30.0
1693562400,71.6,50.4,25.2,18.0,34.2,54.7,59.0,24.8,16.2,49.0,16.6,42.0,16.9,42.5,100.1,32.1
1693566000,78.1,53.6,26.6,22.3,34.2,61.2,59.8,23.8,20.2,49.3,22.3,43.5,19.1,46.8,100.1,33.9
1693569600,94.0,62.6,31.7,28.1,32.0,74.2,74.9,23.8,33.1,68.8,26.6,49.8,18.7,43.9,125.6,35.2
1693573200,69.1,56.5,34.2,20.2,56.2,73.4,61.2,24.8,41.8,71.6,29.2,46.1,19.8,33.8,154.1,35.0
1693576800,69.3,56.8,33.5,18.5,57.2,74.9,62.8,26.8,37.6,77.9,27.6,45.8,21.8,37.3,152.9,35.4
1693580400,68.6,57.6,32.4,17.2,50.5,64.1,55.4,18.9,35.7,68.1,25.8,41.9,16.2,34.9,129.4,33.7
1693584000,53.6,48.8,33.7,17.4,47.8,56.1,47.6,23.1,42.3,55.6,25.8,46.7,17.8,31.8,134.2,33.0
1693587600,59.0,47.6,34.1,19.2,43.7,50.8,45.3,17.0,38.2,51.7,16.4,41.2,15.8,30.3,128.8,36.4
1693591200,65.4,50.0,33.3,21.4,38.4,44.7,47.2,15.7,36.9,49.1,15.2,40.2,16.8,24.8,124.1,38.9
1693594800,60.3,40.9,32.0,19.5,31.4,37.5,41.7,19.1,30.6,43.2,21.3,36.9,22.5,24.5,105.3,38.3
1693598400,61.0,34.7,25.0,15.5,21.8,28.5,33.7,14.6,23.4,34.0,19.1,34.2,20.2,21.6,88.8,34.4
1693602000,50.1,32.2,22.3,13.4,17.9,21.6,27.8,13.3,20.1,26.6,18.5,31.9,20.9,19.0,70.2,31.6
1693605600,49.5,29.4,21.3,11.9,14.4,17.3,25.4,13.1,19.8,26.1,15.6,30.3,14.7,16.1,50.2,30.8
1693609200,41.6,27.2,17.3,8.9,8.9,18.4,21.6,11.1,13.7,19.9,15.3,29.3,15.5,15.2,49.1,29.5
1693612800,38.3,26.0,19.4,10.7,8.6,17.8,24.5,12.9,17.6,22.8,12.5,26.5,12.1,14.5,52.9,28.0
1693616400,40.5,30.6,19.6,11.1,12.4,17.9,23.7,16.8,19.2,24.1,19.4,25.3,15.0,17.4,43.6,26.6
1693620000,40.8,30.0,19.6,12.4,12.9,16.4,24.8,16.9,19.3,27.3,19.3,25.5,16.1,19.6,35.4,23.9
1693623600,30.4,23.9,22.3,13.7,14.3,13.5,18.6,14.3,19.9,22.0,17.0,26.6,14.3,15.3,35.7,22.9
1693627200,23.1,24.7,22.2,12.4,11.6,13.5,18.7,14.0,19.1,21.2,15.2,26.0,14.7,16.4,33.1,20.2
1693630800,24.5,26.5,18.0,12.8,13.1,15.1,18.6,15.0,18.2,19.0,15.8,25.0,14.8,18.2,32.9,19.0
1693634400,25.6,28.8,18.5,9.9,11.5,13.2,17.7,12.3,20.0,19.6,12.5,24.9,13.7,17.7,28.9,17.9
1693638000,24.3,24.6,16.2,10.6,10.9,12.3,16.8,10.2,19.9,18.1,12.6,24.2,14.8,17.0,27.5,17.4
1693641600,23.9,24.4,14.7,10.7,11.7,12.8,15.8,10.2,19.0,16.7,13.5,23.2,15.1,15.9,30.2,17.7
1693645200,23.5,24.3,13.9,8.7,11.1,12.9,15.9,10.9,17.5,14.8,12.0,22.1,14.4,15.3,27.0,16.9
1693648800,25.3,24.5,14.3,8.4,10.9,14.1,15.7,9.4,19.1,14.7,11.9,20.9,15.6,15.3,31.8,17.1
1693652400,25.6,23.3,14.9,6.5,11.4,12.1,14.5,8.4,18.6,13.5,11.0,19.5,15.8,14.0,31.9,17.0
1693656000,26.3,23.6,12.7,5.5,11.0,11.7,14.8,5.3,17.0,12.4,9.3,19.1,14.7,12.6,30.5,15.9
1693659600,23.6,19.8,12.0,5.2,11.5,9.8,12.6,6.5,17.9,10.9,9.1,18.9,13.0,12.0,28.9,16.1
1693663200,22.5,18.0,11.9,5.4,11.4,9.9,12.3,6.8,15.7,13.2,7.2,17.5,12.1,12.7,31.7,16.4
1693666800,21.7,17.4,11.9,5.2,10.8,9.2,11.2,4.7,15.2,11.8,7.8,17.0,9.0,10.4,29.7,16.1
1693670400,20.6,16.9,12.1,5.1,10.9,8.5,10.1,5.2,14.6,8.0,6.7,15.9,9.3,11.3,31.6,15.2
1693674000,22.7,17.2,12.2,5.7,9.5,7.9,10.3,3.6,11.9,7.4,4.4,14.4,7.5,9.5,30.9,14.1
