ts,cch,hka,hko,hks,jkb,lfs,pen,sek,sha,skg,tkl,tpo,tun,ty1,wgl,g153
1696734000,358.0,18.0,5.0,46.0,4.0,16.0,341.0,9999.0,44.0,357.0,5.0,23.0,5.0,331.0,22.0,34.0
1696737600,357.0,16.0,44.0,80.0,4.0,17.0,341.0,9999.0,29.0,9.0,10.0,26.0,354.0,232.0,30.0,36.0
1696741200,3.0,17.0,74.0,66.0,350.0,29.0,348.0,9999.0,38.0,4.0,12.0,30.0,1.0,295.0,35.0,44.0
1696744800,358.0,9.0,51.0,64.0,356.0,20.0,342.0,9999.0,40.0,6.0,15.0,32.0,360.0,309.0,36.0,50.0
1696748400,360.0,16.0,73.0,76.0,359.0,18.0,349.0,9999.0,19.0,8.0,16.0,34.0,351.0,249.0,37.0,55.0
1696752000,353.0,6.0,76.0,72.0,350.0,19.0,343.0,9999.0,35.0,8.0,14.0,37.0,354.0,280.0,36.0,54.0
1696755600,353.0,5.0,23.0,74.0,46.0,10.0,346.0,9999.0,40.0,4.0,21.0,41.0,1.0,310.0,51.0,60.0
1696759200,9.0,11.0,49.0,91.0,36.0,21.0,354.0,9999.0,44.0,10.0,16.0,46.0,360.0,249.0,48.0,62.0
1696762800,52.0,47.0,78.0,72.0,59.0,26.0,38.0,9999.0,51.0,38.0,53.0,50.0,34.0,41.0,65.0,66.0
1696766400,53.0,51.0,79.0,65.0,52.0,24.0,38.0,9999.0,47.0,32.0,60.0,52.0,39.0,50.0,60.0,67.0
1696770000,55.0,50.0,82.0,70.0,43.0,25.0,46.0,9999.0,47.0,39.0,63.0,55.0,40.0,61.0,57.0,71.0
1696773600,49.0,54.0,84.0,58.0,64.0,29.0,40.0,9999.0,58.0,44.0,62.0,58.0,40.0,91.0,67.0,75.0
1696777200,58.0,61.0,87.0,78.0,73.0,48.0,55.0,9999.0,66.0,60.0,72.0,62.0,34.0,67.0,74.0,77.0
1696780800,77.0,69.0,88.0,81.0,72.0,60.0,76.0,9999.0,64.0,61.0,68.0,66.0,50.0,64.0,76.0,78.0
1696784400,79.0,75.0,88.0,83.0,77.0,62.0,76.0,9999.0,73.0,68.0,74.0,66.0,35.0,70.0,81.0,80.0
1696788000,83.0,80.0,90.0,85.0,77.0,62.0,81.0,9999.0,76.0,67.0,74.0,70.0,46.0,79.0,83.0,82.0
1696791600,82.0,81.0,89.0,84.0,80.0,59.0,78.0,9999.0,72.0,64.0,72.0,72.0,33.0,84.0,84.0,82.0
1696795200,85.0,81.0,89.0,85.0,79.0,67.0,82.0,9999.0,72.0,65.0,68.0,73.0,40.0,84.0,83.0,84.0
1696798800,85.0,79.0,90.0,86.0,72.0,63.0,80.0,9999.0,73.0,64.0,72.0,71.0,41.0,83.0,82.0,82.0
1696802400,84.0,80.0,87.0,81.0,64.0,62.0,78.0,9999.0,66.0,62.0,73.0,68.0,54.0,79.0,80.0,80.0
1696806000,82.0,81.0,87.0,82.0,65.0,65.0,80.0,9999.0,70.0,60.0,73.0,68.0,43.0,82.0,78.0,79.0
1696809600,76.0,80.0,86.0,80.0,68.0,63.0,79.0,9999.0,56.0,56.0,76.0,65.0,50.0,85.0,78.0,78.0
1696813200,82.0,78.0,87.0,88.0,79.0,62.0,80.0,9999.0,54.0,60.0,72.0,66.0,52.0,89.0,78.0,78.0
1696816800,86.0,78.0,87.0,90.0,70.0,58.0,84.0,9999.0,66.0,62.0,70.0,68.0,63.0,95.0,70.0,77.0
1696820400,84.0,79.0,86.0,88.0,74.0,60.0,85.0,9999.0,60.0,63.0,73.0,66.0,72.0,91.0,69.0,74.0
1696824000,86.0,78.0,85.0,86.0,70.0,65.0,83.0,9999.0,64.0,65.0,71.0,65.0,79.0,93.0,67.0,72.0
1696827600,84.0,80.0,86.0,86.0,76.0,64.0,84.0,9999.0,70.0,74.0,70.0,69.0,88.0,94.0,67.0,76.0
1696831200,85.0,77.0,85.0,91.0,68.0,51.0,82.0,9999.0,79.0,76.0,73.0,71.0,92.0,94.0,68.0,77.0
1696834800,82.0,75.0,86.0,86.0,62.0,53.0,76.0,9999.0,83.0,83.0,77.0,72.0,100.0,83.0,69.0,77.0
1696838400,81.0,74.0,86.0,87.0,67.0,44.0,76.0,9999.0,81.0,76.0,74.0,70.0,88.0,89.0,69.0,74.0
1696842000,82.0,77.0,82.0,89.0,61.0,50.0,69.0,9999.0,87.0,65.0,71.0,68.0,90.0,86.0,67.0,74.0
1696845600,76.0,80.0,84.0,82.0,71.0,48.0,75.0,9999.0,76.0,56.0,72.0,65.0,80.0,78.0,70.0,75.0
1696849200,77.0,78.0,82.0,79.0,65.0,50.0,67.0,9999.0,52.0,42.0,67.0,60.0,68.0,71.0,67.0,72.0
1696852800,68.0,74.0,83.0,69.0,55.0,42.0,57.0,9999.0,42.0,30.0,68.0,56.0,68.0,73.0,61.0,71.0
1696856400,64.0,68.0,82.0,71.0,34.0,38.0,58.0,9999.0,30.0,19.0,68.0,54.0,65.0,76.0,50.0,68.0
1696860000,56.0,70.0,84.0,54.0,54.0,34.0,47.0,9999.0,36.0,4.0,52.0,56.0,63.0,92.0,52.0,70.0
1696863600,56.0,70.0,84.0,63.0,56.0,39.0,51.0,9999.0,31.0,6.0,54.0,49.0,43.0,73.0,56.0,68.0
1696867200,66.0,64.0,88.0,66.0,56.0,49.0,64.0,9999.0,30.0,12.0,47.0,43.0,57.0,63.0,58.0,69.0
1696870800,70.0,69.0,83.0,61.0,48.0,56.0,64.0,9999.0,42.0,26.0,53.0,40.0,46.0,62.0,56.0,64.0
1696874400,60.0,71.0,84.0,60.0,44.0,50.0,61.0,9999.0,40.0,24.0,56.0,38.0,48.0,56.0,54.0,59.0
1696878000,54.0,64.0,81.0,58.0,40.0,43.0,50.0,9999.0,32.0,20.0,57.0,32.0,24.0,67.0,51.0,55.0
1696881600,56.0,60.0,78.0,62.0,42.0,52.0,53.0,9999.0,35.0,22.0,43.0,26.0,24.0,52.0,54.0,55.0
1696885200,52.0,57.0,87.0,63.0,37.0,50.0,41.0,9999.0,44.0,25.0,52.0,38.0,27.0,52.0,56.0,58.0
1696888800,44.0,50.0,78.0,58.0,30.0,47.0,34.0,9999.0,41.0,28.0,58.0,44.0,38.0,52.0,54.0,59.0
1696892400,48.0,54.0,77.0,63.0,38.0,52.0,48.0,9999.0,48.0,35.0,58.0,43.0,24.0,59.0,54.0,59.0
1696896000,48.0,59.0,78.0,63.0,52.0,53.0,49.0,9999.0,39.0,37.0,70.0,47.0,32.0,60.0,55.0,61.0
1696899600,57.0,60.0,79.0,75.0,64.0,53.0,54.0,9999.0,38.0,43.0,62.0,49.0,39.0,75.0,54.0,62.0
1696903200,66.0,62.0,81.0,80.0,56.0,52.0,68.0,9999.0,53.0,44.0,60.0,49.0,56.0,87.0,51.0,62.0
1696906800,67.0,62.0,81.0,80.0,60.0,50.0,72.0,9999.0,51.0,50.0,62.0,52.0,59.0,80.0,51.0,64.0
