ts,cch,hka,hko,hks,jkb,lfs,pen,sek,sha,skg,tkl,tpo,tun,ty1,wgl,g153
1693364400,,,,,,,,,,,,,,,,
1693368000,,,,,,,,,,,,,,,,
1693371600,,,,,,,,,,,,,,,,
1693375200,Cloudy,Cloudy,Sunny Intervals,Sunny Intervals,Sunny Intervals,Cloudy,Cloudy,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Cloudy,Sunny Intervals,Sunny Intervals,Sunny Intervals
1693378800,,,,,,,,,,,,,,,,
1693382400,,,,,,,,,,,,,,,,
1693386000,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy
1693389600,,,,,,,,,,,,,,,,
1693393200,,,,,,,,,,,,,,,,
1693396800,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy
1693400400,,,,,,,,,,,,,,,,
1693404000,,,,,,,,,,,,,,,,
1693407600,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine
1693411200,,,,,,,,,,,,,,,,
1693414800,,,,,,,,,,,,,,,,
1693418400,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Cloudly,Mainly Fine,Unknown,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Unknown,Mainly Fine,Mainly Cloudly,Mainly Fine
1693422000,,,,,,,,,,,,,,,,
1693425600,,,,,,,,,,,,,,,,
1693429200,Mainly Fine,Unknown,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Unknown,Mainly Cloudly,Unknown,Mainly Fine,Mainly Fine,Unknown,Unknown,Unknown,Mainly Cloudly,Cloudy,Mainly Cloudly
1693432800,,,,,,,,,,,,,,,,
1693436400,,,,,,,,,,,,,,,,
1693440000,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals,Sunny Intervals
1693443600,,,,,,,,,,,,,,,,
1693447200,,,,,,,,,,,,,,,,
1693450800,Cloudy,Cloudy,Cloudy,Cloudy,Sunny Intervals,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Cloudy,Sunny Intervals,Cloudy
1693454400,,,,,,,,,,,,,,,,
