ts,cch_windDir,g153_windDir,hka_windDir,hko_windDir,hks_windDir,jkb_windDir,lfs_windDir,pen_windDir,sek_windDir,sha_windDir,skg_windDir,tkl_windDir,tpo_windDir,tun_windDir,ty1_windDir,wgl_windDir,cch_windspeed,g153_windspeed,hka_windspeed,hko_windspeed,hks_windspeed,jkb_windspeed,lfs_windspeed,pen_windspeed,sek_windspeed,sha_windspeed,skg_windspeed,tkl_windspeed,tpo_windspeed,tun_windspeed,ty1_windspeed,wgl_windspeed
1696686060,350.0,,,,9999.0,15.0,,,,,346.0,,,,,,39.0,,,,10.0,13.0,,,,,32.0,,,,,
1696686120,349.0,,,,9999.0,21.0,,,,,346.0,,,,,,38.0,,,,12.0,13.0,,,,,33.0,,,,,
1696686180,348.0,,,,339.0,22.0,,,,,345.0,,,,,,39.0,,,,10.0,14.0,,,,,31.0,,,,,
1696686240,348.0,,,,341.0,19.0,,,,,344.0,,,,,,40.0,,,,10.0,13.0,,,,,30.0,,,,,
1696686300,348.0,,,,336.0,16.0,,,,,346.0,,,,,,40.0,,,,11.0,13.0,,,,,30.0,,,,,
1696686360,348.0,,,,337.0,14.0,,,,,347.0,,,,,,40.0,,,,12.0,14.0,,,,,30.0,,,,,
1696686420,349.0,,,,336.0,15.0,,,,,347.0,,,,,,40.0,,,,12.0,14.0,,,,,30.0,,,,,
1696686480,349.0,,,,339.0,14.0,,,,,347.0,,,,,,40.0,,,,12.0,14.0,,,,,30.0,,,,,
1696686540,349.0,,,,345.0,11.0,,,,,348.0,,,,,,39.0,,,,11.0,14.0,,,,,30.0,,,,,
1696686600,350.0,,,,345.0,9.0,,,,,348.0,,,,,,40.0,,,,11.0,12.0,,,,,30.0,,,,,
1696686660,351.0,1.0,10.0,,348.0,8.0,,347.0,,,349.0,,,,,,40.0,17.0,21.0,,12.0,14.0,,28.0,,,30.0,,,,,
1696686720,353.0,354.0,10.0,,348.0,8.0,,348.0,,,348.0,,,,,,40.0,17.0,21.0,,11.0,13.0,,28.0,,,30.0,,,,,
1696686780,353.0,354.0,10.0,,340.0,8.0,,347.0,,,349.0,,,,,,40.0,17.0,22.0,,12.0,13.0,,27.0,,,30.0,,,,,
1696686840,353.0,356.0,9.0,,337.0,8.0,,347.0,,,349.0,,,,,,40.0,17.0,22.0,,12.0,12.0,,27.0,,,30.0,,,,,
1696686900,353.0,359.0,8.0,,338.0,8.0,,347.0,,,349.0,,,,,,40.0,17.0,22.0,,12.0,13.0,,27.0,,,29.0,,,,,
1696686960,352.0,359.0,9.0,,345.0,9.0,,348.0,,,347.0,,,,,,39.0,17.0,22.0,,11.0,13.0,,27.0,,,28.0,,,,,
1696687020,352.0,359.0,11.0,,345.0,9.0,,348.0,,,348.0,,,,,,39.0,16.0,21.0,,12.0,14.0,,28.0,,,28.0,,,,,
1696687080,352.0,355.0,12.0,,345.0,12.0,,347.0,,,348.0,,,,,,39.0,16.0,21.0,,11.0,13.0,,28.0,,,28.0,,,,,
1696687140,353.0,357.0,11.0,,9999.0,16.0,,349.0,,,347.0,,,,,,39.0,16.0,21.0,,11.0,13.0,,28.0,,,27.0,,,,,
1696687200,351.0,356.0,11.0,,347.0,19.0,,347.0,,,347.0,,,,,,39.0,16.0,21.0,,12.0,14.0,,28.0,,,26.0,,,,,
1696687260,352.0,359.0,11.0,9999.0,357.0,22.0,10.0,347.0,,21.0,346.0,21.0,,347.0,322.0,356.0,40.0,17.0,21.0,9.0,12.0,13.0,30.0,28.0,,12.0,26.0,23.0,,12.0,12.0,57.0
1696687320,352.0,357.0,10.0,9999.0,9999.0,23.0,10.0,349.0,,20.0,346.0,19.0,,345.0,322.0,355.0,40.0,17.0,20.0,9.0,12.0,12.0,30.0,29.0,,12.0,26.0,23.0,,12.0,12.0,57.0
1696687380,352.0,357.0,9.0,9999.0,9999.0,21.0,10.0,350.0,,22.0,347.0,18.0,,348.0,322.0,355.0,40.0,18.0,19.0,8.0,12.0,13.0,30.0,29.0,,12.0,26.0,24.0,,12.0,11.0,58.0
1696687440,353.0,357.0,8.0,9999.0,360.0,24.0,10.0,349.0,,23.0,347.0,18.0,,348.0,306.0,355.0,40.0,18.0,19.0,6.0,12.0,13.0,30.0,30.0,,12.0,27.0,24.0,,12.0,10.0,58.0
1696687500,353.0,357.0,7.0,9999.0,359.0,29.0,10.0,348.0,,25.0,347.0,19.0,,348.0,314.0,355.0,40.0,18.0,19.0,6.0,12.0,14.0,30.0,30.0,,13.0,28.0,26.0,,11.0,11.0,57.0
